Id,age,gender,mean_pitch,jitter,shimmer,energy,zcr_mean,spectral_centroid_mean,tempo,hnr,num_words,num_characters,num_pauses,silence_duration,igbo,standard_sentence
21,18.0,1,1266.5797,0.0291336815503729,0.1369158791302976,-5.736665231160856,0.209017974335344,3054.039061309191,99.38401442,-94.72334607897598,69,281,17,21.571337868480725,0,1
22,23.0,0,623.7795,0.0191478634481354,0.1065962534876625,-6.59542262998456,0.0609600360576923,2049.3515833619945,107.66601562,-21.72206334262426,5,17,1,1.8078004535147392,0,0
23,19.0,1,1244.1748,0.0175905687068452,0.1080013608643294,-6.0804897476985635,0.2124203541239754,3642.680779689784,99.38401442,-107.35153584403125,69,281,16,19.504761904761903,0,1
24,23.0,0,901.53925,0.0157963092593726,0.0747284937708542,-6.453488403879473,0.0551994077620967,1982.2232828140827,107.66601562,-37.0314543448426,4,14,1,1.438185941043084,1,0
25,19.0,0,551.2935,0.0147354626370803,0.0635305515628821,-6.092145182350814,0.0388240370639534,1622.939836407057,103.359375,-1.2948571637602604,3,12,1,0.9979591836734694,1,0
26,20.0,0,1159.0879,0.025574263127142,0.1040421689896687,-4.8558133737805385,0.0937753520898234,1853.9685010452329,99.38401442,-87.46737852852345,69,281,17,19.24934240362812,0,1
27,25.0,1,642.40686,0.0122461749877193,0.0844836540309647,-5.679218510522756,0.0352185837765957,1374.507313520434,123.046875,4.5289906539438665,1,5,1,1.07718820861678,1,0
28,19.0,1,1529.0837,0.0216218910110953,0.1077750385110085,-5.0805556314166775,0.155198029333242,2555.8368051487773,107.66601562,-87.65467627130246,69,281,14,17.182766439909297,0,1
29,17.0,1,676.628,0.0155791281788837,0.1070284722558999,-5.726308278188928,0.0302419354838709,1295.5224028246787,75.99954044,-46.040137267133865,0,0,1,1.4293877551020409,1,0
30,44.0,0,1429.8867,0.0201612603183502,0.1264184783690263,-5.060127578159834,0.1574752732450739,2206.9919194071167,95.703125,-80.9974490241254,69,281,13,20.34068027210884,0,1
31,20.0,1,717.9935,0.012843319468688,0.0849416893992316,-6.455638077449181,0.0770201602224576,2310.126001467253,151.99908088,-55.74258338565362,7,21,1,2.7068480725623583,1,0
32,16.0,1,873.3374,0.0120946567904151,0.0850968057112766,-6.374907325737642,0.0518962803171641,1955.4385057884613,117.45383523,-19.329546096514825,0,0,1,1.543356009070295,1,0
33,18.0,0,1294.9783,0.011590499297033,0.0713618287943068,-6.285493666166508,0.100494384765625,2439.2222819513545,99.38401442,-16.651219574451357,5,21,1,1.4756009070294784,1,0
34,23.0,1,537.18616,0.0199309529543649,0.0888440035586974,-4.8649189588338775,0.0378974780701754,1344.3127079841497,135.99917763,-29.74385607331001,1,5,1,1.3141043083900226,1,0
35,51.0,0,1465.3381,0.0181220359032769,0.0833658606681246,-4.739754852606891,0.1701775954174901,2733.855837776322,135.99917763,-64.58280666919286,69,281,9,20.271020408163267,0,1
36,60.0,1,1469.1598,0.0246786524436208,0.1337668061579766,-5.008273442207675,0.0952115277483022,1487.9457732096048,86.1328125,-86.34658135764694,69,281,22,21.08371882086168,0,1
37,28.0,1,827.11163,0.0250907597007335,0.0950464226846198,-4.921917997403832,0.0712242464048672,3148.8414099179327,123.046875,-121.19153751396216,6,19,3,2.8328344671201817,1,0
38,50.0,1,866.99603,0.0306536246395995,0.1432700978619212,-5.181790464061313,0.1191767358319935,2225.665530936196,107.66601562,-101.47735751809483,69,281,18,21.501678004535147,0,1
39,15.0,1,922.522,0.0153632988204328,0.1112667223979524,-4.969067115168856,0.05490234375,1753.9710322161925,69.83741554,-30.893820678039667,3,13,1,1.1410430839002268,1,0
40,43.0,0,1108.5945,0.0219741667213596,0.1316360712547956,-4.96679917682624,0.112604096179872,1843.3324243025704,92.28515625,-83.6157344346284,69,281,1,23.57963718820862,0,1
41,40.0,0,1482.1693,0.0186222215524212,0.0915294698817119,-5.010412593827357,0.1297378136367394,2068.5819011407875,135.99917763,-110.7773594280926,69,281,34,23.21995464852608,0,1
42,25.0,1,1570.5552,0.0222597129642926,0.0977798346797887,-6.050592085977054,0.0977280089029146,2186.066313101848,112.34714674,-116.37433760090572,69,281,26,21.91963718820862,0,1
43,74.0,0,1300.9368,0.0185253142487019,0.1304273220837795,-5.77396822286219,0.0939887452520718,2155.912315078356,135.99917763,-121.99201458870192,69,281,7,41.47083900226757,0,1
44,38.0,1,1555.2375,0.0329024504273131,0.1422172567139559,-5.256170569701571,0.0875093555200131,2009.240903669036,112.34714674,-108.33672788890614,69,281,1,34.43519274376417,0,1
45,19.0,1,1730.9727,0.0264061178986856,0.0988379156142846,-5.680392585387992,0.1840879980269857,2770.943705610836,129.19921875,-88.89787956488168,69,281,7,17.856145124716555,0,1
46,18.0,1,383.89377,0.0177710687759235,0.0786452561978883,-6.3241659053704025,0.0616420852803738,2018.182473214849,184.5703125,-44.22468072034235,5,21,1,2.443673469387756,1,0
47,30.0,0,1420.0975,0.0234646494175225,0.0907260611821506,-4.421713481382651,0.1018932191285793,2033.0548729036257,135.99917763,-93.3293517416053,69,281,20,15.882448979591835,0,1
48,46.0,0,1695.9535,0.016658203359868,0.0724665641063269,-5.2851993768986745,0.1744700228230337,2630.561099416688,107.66601562,-101.49382055227656,69,281,24,19.272562358276648,0,1
49,27.0,0,1786.5736,0.0159481717182762,0.0870286637436251,-5.693832963901448,0.1565624055701047,2169.595511969147,107.66601562,-112.65382692212836,69,281,38,20.921179138321992,0,1
50,31.0,1,2303.4895,0.0168699039098162,0.1373561069555341,-6.326724210164454,0.2836189163165266,3604.774495174379,107.66601562,-129.2505754455414,69,281,11,18.08984126984128,0,1
51,19.0,0,1647.4116,0.0233788522538848,0.0963031880448649,-5.342377309320453,0.1260090218423551,2095.498265375469,151.99908088,-113.06042521617552,69,281,34,16.416507936507937,0,1
52,21.0,1,1171.4183,0.025242120233626,0.0872931892416443,-3.9265373409338626,0.0910223746445756,1911.426614021888,135.99917763,-82.27124261978042,69,281,24,20.921179138322,0,1
53,22.0,1,1514.9379,0.0160651014512945,0.0963073186741222,-5.474905634888336,0.178421353970422,2865.54562942684,123.046875,-105.66157318470606,69,281,29,22.38403628117914,0,1
54,59.0,1,1685.624,0.0281502913602975,0.1117844410902277,-4.9929719037060005,0.167375208119877,2782.757856903302,117.45383523,-93.34171917283048,69,281,14,20.52643990929705,0,1
55,42.0,1,2206.0771,0.0451895223907894,0.1575543088135391,-6.26553570191907,0.1695859074133504,3049.5449734399194,117.45383523,-113.8308822166744,69,281,12,16.439727891156462,0,1
56,17.0,1,565.706,0.0179552467125689,0.0937160130992225,-3.746181139963572,0.0369673295454545,1296.2767858236452,123.046875,-10.020320821705836,2,12,1,1.251927437641723,1,0
57,20.0,1,966.8275,0.0122366234857153,0.0912661998450215,-6.066199824631868,0.0607175364077669,1876.1643788499828,107.66601562,-47.09332000788452,0,0,1,2.386757369614513,1,0
58,36.0,1,2164.06,0.0228481481879958,0.1487373037579729,-6.427251302636922,0.1177350581918724,2065.327183769815,112.34714674,-112.0802499881421,69,281,16,18.97070294784581,0,1
59,20.0,1,1544.7037,0.0503711144995965,0.2106894869215959,-5.195611239606296,0.0801489314457656,2203.467476450568,129.19921875,-66.80440336032001,69,281,1,20.0,0,1
60,17.0,0,1101.4673,0.0129767795854869,0.0521814961986254,-7.786611809084052,0.040008544921875,1527.215273134752,129.19921875,3.876343857717644,0,0,1,1.0932426303854876,1,0
61,46.0,0,2387.1416,0.0135701813632069,0.1188902999146116,-6.2110434374476,0.2537453109104781,3468.3811065297023,143.5546875,-113.52054378202544,69,281,19,19.8530612244898,0,1
62,32.0,1,1593.3103,0.0210280624214045,0.1398397915374343,-6.157348980018582,0.2047073656218529,3266.3767495792968,89.10290948,-108.55516508637838,69,281,19,18.71528344671202,0,1
63,21.0,1,1238.2277,0.009608935493834,0.0644325692614904,-6.524463658575262,0.1454389523237179,3027.576382427402,172.265625,-39.75712465642616,5,22,1,1.787936507936508,1,0
64,20.0,1,1356.6351,0.0268212157269778,0.1247701177409365,-6.173236505776258,0.0666378263748738,1708.1987594122977,92.28515625,-122.10817963586656,69,281,13,21.94285714285714,0,1
65,19.0,1,788.69745,0.0196469525093626,0.0762485908230832,-5.756852445812348,0.0441522113347457,1319.9502282074652,78.30255682,-41.322457444066806,1,10,1,1.32140589569161,1,0
66,42.0,0,1815.4728,0.0224096796957356,0.0804584332195027,-5.263759755128905,0.1585944573524712,2222.0189883967405,117.45383523,-116.16334934700444,69,281,62,33.62249433106575,0,1
67,19.0,0,1078.8483,0.0249688919256943,0.1057159944270896,-4.9712029101704145,0.0892742609573623,1498.781559120464,135.99917763,-104.16322290868132,69,281,16,18.01868480725624,0,1
68,22.0,1,485.23636,0.0278201962644889,0.1926802329411173,-4.583993540239226,0.0784786543942205,2108.8869312301767,117.45383523,-68.88692737368513,69,281,1,21.88018140589569,0,1
69,21.0,0,1003.4784,0.0154675721858287,0.0820824199697251,-5.436333479891699,0.0588443153782894,1942.671203847028,151.99908088,-53.36443871427398,0,0,1,1.7012244897959183,1,0
70,17.0,0,1218.9819,0.0147927097411184,0.0573785019841939,-6.9592214307554014,0.1294973273026315,2414.043920635304,135.99917763,-17.889919220217163,3,13,1,1.303718820861678,1,0
71,21.0,0,1669.709,0.0235770881048088,0.1193650652131745,-5.014915784124097,0.1411183093177917,2331.7481097779723,135.99917763,-83.52571174363047,69,281,10,16.393287981859412,0,1
72,33.0,1,1477.6741,0.0228497333105303,0.0911168683370613,-4.510458445723184,0.0986820765904017,1905.7248601202912,143.5546875,-85.38746981077416,69,281,14,20.96761904761905,0,1
73,17.0,1,1549.4095,0.0212749272321302,0.0714806685087885,-3.94116045212894,0.091236255787037,2278.9948959677563,103.359375,-36.05282771221976,4,13,1,1.2234467120181405,1,0
74,29.0,0,1550.4038,0.0170994109272723,0.0983880002178702,-5.115827809397082,0.117044982251977,1805.3002966254533,64.59960938,-94.58619849057806,69,281,32,25.72770975056689,0,1
75,20.0,1,848.49335,0.0282110661256041,0.1218995813805124,-7.384621980733639,0.0945323000672043,2935.210232185053,198.76802885,-42.17304754026861,4,19,1,2.1411337868480724,1,0
76,19.0,0,655.793,0.0214368384589651,0.082580420623468,-7.045249650233556,0.045904541015625,1960.3761527411327,151.99908088,-24.400466565125047,6,19,1,1.85687074829932,1,0
77,17.0,1,641.68506,0.020449126882899,0.0933279138878773,-6.639616698602335,0.1377728174603174,2861.867088289924,112.34714674,-29.56736299553323,4,14,1,1.4583673469387757,1,0
78,40.0,1,1047.3423,0.0315057088204874,0.1404107347481646,-3.4453681972748313,0.0607329328109575,1378.678892267306,172.265625,-71.25711778046883,69,281,1,23.5,0,1
79,47.0,0,1120.8788,0.0192463073142526,0.0872827030769593,-5.534898513574104,0.1794541429715106,2950.6235215415545,172.265625,-86.16868213176049,69,281,15,20.22458049886621,0,1
80,28.0,0,1771.3887,0.0242759011922552,0.1010245740696543,-5.506911595881801,0.1447368421052631,3046.1895683374214,129.19921875,-86.5784900122002,69,281,16,18.7849433106576,0,1
81,84.0,0,948.5982,0.02166375577707,0.0993182107396291,-5.293702748578149,0.0732630029579118,1391.2913638176612,172.265625,-105.33043571636286,69,281,37,22.569795918367344,0,1
82,26.0,1,1173.1023,0.0265019555014575,0.1733121324541216,-4.486297684729523,0.0876925950081409,1507.697988637064,117.45383523,-69.4891954987988,69,281,19,31.672018140589564,0,1
83,39.0,0,1789.4578,0.0233715067082895,0.0885952984943452,-5.288204744921639,0.1495958977957283,2818.189014079799,103.359375,-77.96690651665824,69,281,13,18.622403628117915,0,1
84,18.0,0,1157.9402,0.0162264310467633,0.1073193050538945,-6.149994235772895,0.0960398706896551,2719.7642002345183,112.34714674,-45.43262609488826,4,17,1,1.3253968253968254,1,0
85,22.0,1,1558.6945,0.0229971933905984,0.1020282789051338,-5.507124403561585,0.1271572297025723,2406.424902320909,123.046875,-92.75338575593338,69,281,12,19.063582766439904,0,1
86,63.0,0,1449.5869,0.0239758531712413,0.091057318802442,-5.2150203083703985,0.128070618872549,1903.261709905784,123.046875,-87.16625468778807,69,281,15,28.676643990929705,0,1
87,21.0,0,1388.1577,0.0200569040455082,0.086582961704543,-4.893285123976643,0.1238800161439114,1862.790199145861,112.34714674,-107.4559263518364,69,281,38,23.800453514739225,0,1
88,43.0,0,1171.1813,0.0184231182438976,0.1084518815622428,-5.441292563624632,0.089324295663037,1540.9935070412494,135.99917763,-103.92561684061288,69,281,40,27.32988662131519,0,1
89,20.0,0,1198.1141,0.0212944597258297,0.0753070569503584,-4.79684001946391,0.096938286537648,1893.9480059041189,123.046875,-106.6782083989644,69,281,45,19.02956916099773,0,1
90,17.0,0,1266.8859,0.0163964741364731,0.0791649328689134,-6.309908168856602,0.0567310474537037,1785.873617079222,107.66601562,-14.389635826233162,3,15,1,1.2195918367346938,0,0
91,32.0,1,1689.3077,0.0694745237595192,0.1922718630994765,-5.507186150598945,0.0660506691088516,2167.7372227221445,129.19921875,-114.39456430474053,69,281,1,24.25111111111111,0,1
92,18.0,0,1284.9717,0.0159724861018012,0.0948464336582978,-5.818596365777884,0.183721817105537,3135.621087281881,135.99917763,-93.93389638976136,69,281,38,22.68589569160998,0,1
93,22.0,0,572.6482,0.0239449389582157,0.0948246780434505,-5.802068790293298,0.0527056525735294,1722.3065532409717,95.703125,-38.11877848286329,4,17,1,1.1651700680272108,1,0
94,21.0,0,958.5838,0.0120491563993178,0.0727152227978481,-4.859749696935057,0.0958960262345679,2526.687001119581,95.703125,-19.441896540300885,4,21,1,1.811156462585034,1,0
95,30.0,0,1480.6102,0.0117312333887428,0.1007473486814662,-6.238411946748641,0.1952426106141199,3311.8035828974103,161.49902344,-109.55093505234508,69,281,13,20.805079365079365,0,1
96,17.0,0,1634.6964,0.0167975337495643,0.0741185770996533,-7.403467114996406,0.11759033203125,2794.2794182095727,89.10290948,-33.06078295322334,5,21,1,1.8445351473922904,1,0
97,72.0,1,1658.6787,0.0281197529820692,0.1544977547789814,-5.704271359673889,0.1694192732970671,2857.4660583994832,172.265625,-140.05031276383826,69,281,48,30.11628117913832,0,1
98,18.0,1,1465.1265,0.0224835320288813,0.1181105622664315,-5.040220017914631,0.1313586885460251,2609.903536877438,92.28515625,-70.2604387726089,69,281,17,25.40263038548753,0,1
99,22.0,1,1899.2609,0.0371129016569308,0.1344577112060746,-5.476235202716751,0.1685950326007897,2395.150809540414,95.703125,-103.45097796103832,69,281,23,20.96761904761905,0,1
100,18.0,0,969.9579,0.0222377527519248,0.0785583582798123,-5.027407783224473,0.0643904418077925,1748.5781915942227,184.5703125,-129.52847718259966,69,281,55,24.52027210884354,0,1
101,21.0,1,1159.2263,0.0332685454287042,0.1506206941839927,-6.000859259404978,0.0860436775017313,2169.7188968450896,151.99908088,-116.45025044149747,69,281,1,16.741587301587302,0,1
102,45.0,1,1082.337,0.0251210742451876,0.109631927355046,-4.206425148526927,0.111335216221473,1821.0079523437269,123.046875,-72.83962814740319,69,281,16,20.36390022675737,0,1
103,20.0,1,1092.7233,0.0224780878552722,0.1252000387666224,-5.931795189833192,0.0755900930851063,2235.5975221250087,135.99917763,-31.444246313247326,3,12,1,1.0800907029478457,1,0
104,21.0,1,851.3102,0.0264482260799444,0.0954094794282646,-4.694952027941161,0.1138868168969849,2039.243061600171,112.34714674,-95.77889965241178,69,281,17,18.041904761904764,0,1
105,33.0,0,1455.6204,0.0155801374392472,0.0926781232106124,-5.578638174556253,0.1499538502109704,2781.6477112033926,184.5703125,-87.70319968103286,69,281,32,22.871655328798184,0,1
106,18.0,0,580.0102,0.0203171279983681,0.0830566561970202,-5.347304731895995,0.0599437040441176,1981.0663942092124,86.1328125,-40.32611975339512,0,0,1,1.5550566893424036,1,0
107,56.0,1,1395.3596,0.0253765595680766,0.1163114800007837,-5.611505875739738,0.1062595697096836,1755.7525528199874,107.66601562,-115.59365151233489,69,281,33,21.664217687074835,0,1
108,26.0,1,1017.40656,0.022506373931634,0.1353709199137617,-4.349794291285256,0.0845422037277448,1729.141213107097,103.359375,-61.92824862725465,69,281,11,22.356643990929708,0,1
109,32.0,0,1333.0792,0.0158540419917088,0.0793719082704711,-6.164480735572603,0.1395587531887755,2577.027203476565,112.34714674,-115.55648997169656,69,281,48,30.1859410430839,0,1
110,17.0,0,1087.8065,0.0128040405336482,0.1256471269463477,-6.629139880003442,0.04615478515625,2074.356085250731,89.10290948,-98.65171901273042,4,14,1,1.8293877551020408,1,0
111,32.0,1,1679.3531,0.0214691170547833,0.1298042182226737,-5.802570871579932,0.196364488058943,3207.8687140048805,95.703125,-99.08299103349717,69,281,18,21.96607709750567,0,1
112,19.0,1,1317.7554,0.0214855803914591,0.1401144850747729,-5.69783239284759,0.1585493937577351,2481.113533588528,123.046875,-90.90285219647323,69,281,9,16.068208616780044,0,1
113,24.0,1,862.7731,0.0172535600047417,0.091609386588377,-5.462950477632234,0.041835568985849,1376.1605556384195,103.359375,-6.985934711087742,4,12,1,1.2028571428571428,1,0
114,18.0,1,720.99475,0.0227710276538277,0.097226910865336,-5.882271682598126,0.0860964752906976,2069.7927689935864,117.45383523,-12.512828727785696,2,8,1,0.981814058956916,1,0
115,18.0,0,872.855,0.0137144819201585,0.088003376318506,-7.208884060777047,0.1038970947265625,2636.3724505146524,215.33203125,-72.40778457587507,4,15,1,2.222902494331066,0,0
116,21.0,1,1679.3362,0.0229025227612031,0.1270984703731936,-4.190144790919237,0.1354528356481481,2282.075587075195,135.99917763,-93.58477653679569,69,281,13,17.368526077097503,0,1
117,38.0,0,1457.1467,0.0287751499770539,0.1023291119057222,-5.3365111350739545,0.1021096278946713,2049.989906141784,99.38401442,-111.0436723398812,69,281,24,18.622947845804987,0,1
118,22.0,0,894.8871,0.0197563732097332,0.1060041556588071,-6.726542833290155,0.062058540239726,2112.02663357027,151.99908088,-23.00545294206678,0,0,1,1.6904308390022675,1,0
119,21.0,1,617.3803,0.0326041250004397,0.2108209123445351,-4.847551735409956,0.0352412390867516,1353.402311415665,86.1328125,-77.19468362822424,69,281,1,20.64253968253968,0,1
120,19.0,0,734.0082,0.0198563647158881,0.0750335759426401,-7.61599875688664,0.0515723892405063,1903.1996735355408,112.34714674,-72.46697650513084,4,15,1,1.791111111111111,0,0
121,19.0,0,968.1882,0.0156354455305987,0.0675282485992553,-6.317172823913471,0.0389980100235849,1433.6032431805295,75.99954044,10.242351684382909,1,5,1,1.2211791383219954,1,0
122,30.0,0,1528.4701,0.0254001334559225,0.0920745569398668,-4.918439051465443,0.1757807215570887,2804.1840547069824,107.66601562,-74.23753061681595,69,281,13,17.92580498866213,0,1
123,27.0,1,2251.4165,0.0127415283449724,0.1241985624616744,-7.38451964480901,0.2270540563071646,3588.550006121965,151.99908088,-153.18187874589353,69,281,60,27.19056689342404,0,1
124,21.0,0,784.9428,0.0225620026833376,0.1237196864362158,-6.863736273213544,0.0510688677226027,2440.377738333991,95.703125,-64.33182150709129,0,0,1,1.6843537414965986,1,0
125,40.0,0,1190.0175,0.0182752983213445,0.0946814129124424,-5.517390316804285,0.1358061716462298,2278.12590971171,143.5546875,-87.26256427635336,69,281,20,25.98312925170068,0,1
126,33.0,0,1431.6312,0.0253780118324588,0.093970656483372,-5.254430620963141,0.1361881085296175,2427.287857749732,89.10290948,-91.52256303408475,69,281,15,20.99083900226757,0,1
127,22.0,0,591.1971,0.0179457816472851,0.0758001757996544,-5.380294881654613,0.0567220052083333,1582.5768554130093,123.046875,-63.2642424424518,5,22,1,1.9272562358276644,1,0
128,22.0,0,701.7751,0.0193648237154989,0.1132653111089847,-7.526542552256496,0.10205078125,2740.8460639257064,112.34714674,-18.019348176093228,4,15,1,2.0565079365079364,1,0
129,17.0,1,834.13574,0.0224402868298203,0.089925078094557,-4.107923129406091,0.0428873697916666,1470.393440545523,117.45383523,-9.430301493043682,4,12,1,1.07124716553288,1,0
130,60.0,1,1486.9631,0.0350030590740191,0.1474203148785459,-5.951558877036221,0.1860516770441729,2939.5750347543544,129.19921875,-121.67858160772651,69,281,14,15.371609977324264,0,1
131,21.0,1,1615.2775,0.0233722341728727,0.1119096801056469,-6.662313231950426,0.2017538967572904,3373.716152690079,103.359375,-117.19128148051304,69,281,10,17.322086167800453,0,1
132,18.0,1,1224.4218,0.0242040953201923,0.1244265605181668,-4.896438968079614,0.1050237445129598,2170.522427436742,95.703125,-101.3229844908656,69,281,20,25.33297052154195,0,1
133,19.0,1,1624.7375,0.0153477021557378,0.0994075687878374,-4.619150006693334,0.1121664946933962,2265.1969487674905,123.046875,-53.85207955713559,3,14,2,1.1603628117913831,1,0
134,22.0,1,1200.5642,0.0203167890987197,0.1175861461549303,-5.9306341442224975,0.1179307355994463,2370.9863229118987,198.76802885,-114.7907453252266,69,281,29,24.91501133786848,0,1
135,22.0,0,1080.5402,0.0257691992519507,0.1062555880023522,-7.445065773559403,0.0911335495283018,2075.8409601212006,143.5546875,-4.893843853834095,2,8,1,1.2214512471655328,1,0
136,22.0,0,1030.0923,0.0177270724178413,0.0647110188370701,-5.205090354371789,0.0743564703525641,2203.246298136858,129.19921875,-56.028003133040656,2,10,1,1.7419954648526077,1,0
137,21.0,1,1578.5449,0.0282733198960878,0.1385591322312578,-6.056986042479341,0.171389710669424,2511.0500945155763,107.66601562,-120.30353248357378,69,281,16,14.767891156462586,0,1
138,19.0,1,765.3755,0.0166615672030253,0.0730604944781488,-6.557323375698994,0.0599354619565217,1530.683870508811,161.49902344,-44.03863501336373,6,21,1,2.6238548752834467,1,0
139,22.0,0,539.5191,0.0235812811460114,0.107137986491685,-9.24275600177533,0.0233244719328703,1245.856683658838,135.99917763,-34.801338737191244,0,0,1,2.5025396825396826,1,0
140,21.0,1,1753.1548,0.0234368129830839,0.1322575610201887,-4.105789507442987,0.132412165661023,2103.043665239793,67.99958882,-72.0764660993127,69,281,24,25.65804988662132,0,1
141,19.0,1,411.60733,0.0252374796016035,0.1442481937640862,-6.553152114085066,0.0527816280241935,2239.857262844161,129.19921875,-80.87943566086244,5,19,1,2.1528344671201816,0,0
142,71.0,0,1826.252,0.0214365412326638,0.1238158915778236,-6.877784637390683,0.1906903724530677,2875.845272221396,103.359375,-135.25034921397494,69,281,16,20.34068027210884,0,1
143,19.0,0,1525.493,0.0263845198579365,0.0955650778847065,-4.575883272475462,0.1480075813609467,2628.672725024243,89.10290948,-87.4231254368994,69,281,12,16.602267573696146,0,1
144,19.0,0,1303.252,0.018673025145085,0.1253044909894532,-5.8709351276511965,0.1785980345232213,3241.006118150828,112.34714674,-91.3630140915821,69,281,12,19.504761904761903,0,1
145,36.0,0,1030.0615,0.0185745498685393,0.0819960022944486,-5.113265055591762,0.1044782609684225,2428.6072994536607,135.99917763,-107.3440196968382,69,281,40,26.54040816326531,0,1
146,47.0,1,1494.0089,0.0256344095261398,0.1160156221973226,-5.195199347492491,0.1789284768462469,2976.9310517042,143.5546875,-75.02048159533398,69,281,17,24.0740589569161,0,1
147,40.0,0,1324.378,0.0255307307609813,0.1017286149754897,-4.458042708969515,0.0751843808302238,1479.2730860900876,161.49902344,-84.2700931726737,69,281,19,21.478458049886623,0,1
148,41.0,0,1611.7615,0.0273287620226028,0.1235060637989391,-5.073153890604432,0.1371271212473432,2080.3775886087524,95.703125,-88.22734153360427,69,281,9,18.41342403628117,0,1
149,23.0,1,2070.6797,0.0312699858726513,0.1108127297590441,-6.163205074303181,0.1867344464328681,2694.1033408531152,95.703125,-104.30704301382686,69,281,26,19.3267120181406,0,1
150,23.0,1,640.02966,0.0144643222405778,0.0961752739246648,-7.800654350863019,0.023642578125,1011.9999780542898,89.10290948,-66.40063775636193,1,6,1,2.300816326530612,1,0
151,22.0,1,1949.5797,0.0195341310429209,0.1116567677479762,-6.312892082127776,0.1883343649625267,3167.7129490606267,143.5546875,-103.52302944897284,69,281,12,18.459863945578235,0,1
