Id,gender,mean_pitch,jitter,shimmer,energy,zcr_mean,spectral_centroid_mean,tempo,hnr,num_words,num_characters,num_pauses,silence_duration,igbo,standard_sentence
34,,1591.1434,0.0135982573927042,0.0835508392923871,-6.481833372205596,0.19315185546875,3029.449982620445,123.046875,-115.93713133477674,69,281,50,27.747845804988657,0,1
35,,586.74963,0.0237082194223889,0.0760119544134444,-5.847163933532239,0.0457682291666666,1548.359142833246,184.5703125,-54.71353681752575,5,19,1,1.3226757369614512,1,0
36,,656.01,0.0225565684151135,0.1393532171322272,-6.315114083109956,0.0544387529481132,2215.507615737444,161.49902344,-95.21954645451652,0,0,1,1.9504761904761905,1,0
37,,916.3602,0.018690761686245,0.0987191139903531,-5.077600764415388,0.0800674149426719,1455.3725839509725,99.38401442,-97.80525892291888,69,281,17,18.55274376417233,0,1
38,,600.034,0.0256855674612206,0.1580370278845438,-7.4983160677118414,0.0439934529049295,2078.7052212722792,71.77734375,-23.66438379234793,0,0,1,1.640907029478458,1,0
39,,751.69635,0.0165881911787301,0.1266978775046206,-6.04132449604231,0.0340785435267857,1160.5179271130637,92.28515625,-92.75586930927064,0,0,2,2.972154195011338,1,0
40,,591.33923,0.0166162767755524,0.1175361763870124,-5.686505552106656,0.0867323764534883,2493.930474985455,123.046875,-94.964690289756,4,16,1,1.9736961451247168,1,0
41,,987.25256,0.0217158811533181,0.1095633125456241,-7.023594772375667,0.0394959181882022,1820.916671394653,99.38401442,-149.14378840981013,5,20,5,2.414875283446712,1,0
42,,1154.7188,0.0186303327203987,0.0725239630855507,-4.917776721790368,0.1217925021638776,2079.856581102016,151.99908088,-111.14107192710296,69,281,40,24.938231292517003,0,1
43,,2190.227,0.0198891022922562,0.138879134920126,-4.767165275084516,0.268061367700516,3283.491283998807,129.19921875,-79.58486368868708,69,281,19,20.433560090702947,0,1
44,,1256.5145,0.0229997982039615,0.1122745434292487,-5.000072744499372,0.1049692796188733,1701.1838998700937,161.49902344,-110.40780053481195,69,281,42,24.543492063492064,0,1
45,,1622.2253,0.0201781456159067,0.1022873120957941,-4.416828436560987,0.1937420917301263,2873.8490278607874,143.5546875,-91.42434058827546,69,281,39,22.453696145124724,0,1
46,,1673.8025,0.0160029650310506,0.0971761370743461,-5.916238570689315,0.148241184182363,2212.160450147866,135.99917763,-112.58554993801891,69,281,37,27.65496598639455,0,1
47,,1486.9877,0.0198956663851064,0.0803480061877797,-4.6869600164691,0.1513383365040286,2439.136683005353,95.703125,-77.52053503055208,69,281,29,21.408798185941045,0,1
48,,650.7666,0.0223009678764241,0.0854568017405666,-6.590028258827517,0.0672970333614864,2200.333535780364,143.5546875,-42.30875743773959,5,22,1,1.679954648526077,1,0
49,,1931.98,0.0282138076297642,0.1203332517392953,-6.50770449254777,0.2558578597750194,3550.889718786586,135.99917763,-118.55076435723714,69,281,10,20.224580498866214,0,1
50,,1604.8309,0.0177341153606835,0.119257032673843,-5.782112368081501,0.1300936709817502,2028.858038030884,123.046875,-94.90804886071706,69,281,11,23.475374149659867,0,1
51,,1127.3075,0.0209999056216628,0.1105472117230494,-7.250628903664863,0.0683353611680328,2670.990987206671,123.046875,-81.44430025006173,5,22,1,2.8105215419501133,0,0
52,,1398.0209,0.0181743805917028,0.0610118707231644,-4.435452306282568,0.1311144658670999,2391.615762171092,103.359375,-105.72442588434927,69,281,56,27.747845804988664,0,1
53,,1336.4562,0.0278009246280686,0.1662239955527829,-7.534245144554977,0.0796455249451754,2780.9041221299794,123.046875,-76.87935290119084,7,22,1,2.6241269841269843,0,0
54,,1073.184,0.0223531630152222,0.1476663879632303,-9.511785217109308,0.0654984085648148,3151.3182401155264,172.265625,-119.5593782155958,6,22,1,3.1277097505668934,1,0
55,,773.14984,0.0219590624369337,0.0994063589498842,-5.641617289494277,0.08241163518209,1903.0708504118245,129.19921875,-114.82370649306652,69,281,3,31.83455782312925,0,1
56,,1123.361,0.0212653455405924,0.0843597213920663,-6.443943689571012,0.0781950370998784,1698.7868366824405,112.34714674,-113.26934986601997,69,281,32,19.96916099773242,0,1
57,,1506.9845,0.0253556652711954,0.1035614715426124,-5.580567227243543,0.197332607763718,3129.0966756634093,135.99917763,-92.46173266500936,69,281,16,20.038820861678005,0,1
58,,1390.4999,0.0227265744445033,0.1097963615520148,-6.143344615987941,0.2172562131243139,3350.7005696939714,129.19921875,-95.01226015098578,69,281,13,17.94902494331066,0,1
59,,1290.8384,0.0211763830639413,0.0832694917366569,-4.254873158881029,0.0893362125880281,1973.194236668901,89.10290948,-81.44317363649479,69,281,20,27.88716553287981,0,1
60,,801.12976,0.0154859249686984,0.0775016292047879,-4.407226328256631,0.0494321842783505,2028.861705682872,151.99908088,-40.21276762420635,0,0,3,1.9504761904761905,1,0
61,,628.2387,0.0174653521854462,0.1088187343814569,-4.417231097872404,0.0620528990963855,1633.3266942031098,184.5703125,-48.8847531138496,5,19,1,1.7033560090702948,1,0
62,,1484.4431,0.0244845906856327,0.1500037021327059,-7.413026429040685,0.1765141282126168,2696.2417257701177,123.046875,-123.6722098608906,69,281,17,19.78340136054421,0,1
63,,627.4204,0.0202871236955679,0.1708181188441072,-8.868144445748747,0.0743931361607142,3049.271211628028,66.25600962,8.320774006016638,3,12,1,1.92843537414966,1,0
64,,1408.9617,0.014921673654264,0.1092610248298534,-5.750640521625652,0.1284019770060043,2304.3885792735,95.703125,-110.70038781118606,69,281,18,17.7168253968254,0,1
65,,1093.1791,0.0257090545469805,0.1465866151763054,-3.6919325331127544,0.0922949832940251,1790.1907319567688,151.99908088,-41.85962762093027,69,281,1,17.96140589569161,0,1
66,,960.6533,0.0108395736043303,0.0720173977454492,-6.184045366252513,0.0519177667025862,1806.104720122869,78.30255682,-17.10781011101777,1,5,1,1.3305668934240362,1,0
67,,546.5417,0.017256717334769,0.0631659359176692,-3.661465285491732,0.0387746326958955,2379.4940235295835,215.33203125,-100.1192860167692,4,19,2,1.7182766439909296,0,0
68,,652.2113,0.0160791894487481,0.0885351682164787,-5.602519991755462,0.0439879402281746,1791.5908436132977,151.99908088,-93.73865057238032,0,0,5,2.6238548752834467,1,0
69,,1951.6276,0.0177285919641304,0.071243955470317,-3.07242565242365,0.2333090861095292,3674.10563846087,135.99917763,-63.67072778421559,69,281,21,25.681269841269845,0,1
70,,1445.1453,0.0282168475612477,0.1349825605186855,-7.498117884458488,0.069029792906746,2947.969394895955,123.046875,-98.5705365103604,4,17,1,2.92562358276644,1,0
71,,1101.1001,0.012250121555315,0.0782813547623453,-6.768655749125281,0.0562617860991379,1907.3029631072889,143.5546875,-5.4569688539514845,4,14,1,1.335283446712018,1,0
72,,1527.0673,0.0290737005627274,0.1174583090105741,-5.026401892462372,0.12135011256105,2248.298941101677,112.34714674,-84.89587676044758,69,281,11,16.764807256235827,0,1
73,,1289.8649,0.0151398747582255,0.1420482540981057,-7.910072728193663,0.082943775614754,2991.201818741967,117.45383523,-99.50396171020016,0,0,1,2.8207256235827662,1,0
74,,1632.6,0.0197301544013216,0.134298163687848,-6.8706947094226765,0.228877945250249,3601.219811676584,135.99917763,-144.3642371857608,69,281,15,20.712199546485262,0,1
75,,1153.1415,0.0198993425979298,0.1095721216033007,-6.023027700612766,0.1059055821322067,1803.6606056571432,198.76802885,-124.95076145746816,69,281,28,26.14566893424036,0,1
76,,1793.3428,0.0153452743122765,0.1264541867049199,-6.144849932351031,0.247391780155642,3337.0863248947994,117.45383523,-134.09756640650684,69,281,28,20.526439909297054,0,1
77,,1813.698,0.0245578306433347,0.113839462376321,-6.125851760607495,0.1590596417682926,2966.745332996463,161.49902344,-120.02307263627496,69,281,19,19.15646258503401,0,1
78,,976.31445,0.0190647070790678,0.1056770961333025,-5.872550979496807,0.075784122242647,2219.526325999006,172.265625,-46.75467734427088,5,15,1,1.545124716553288,1,0
79,,1879.1465,0.0248207407121022,0.1166123501199261,-5.423492589462739,0.1429515165441176,2849.64942108558,161.49902344,-100.5332457004752,69,281,10,17.507845804988662,0,1
80,,751.093,0.0209204796873259,0.0828851883641427,-3.6268168218322323,0.0734386224856321,1858.0611942203584,129.19921875,-44.55660974875785,5,19,1,1.7182766439909296,1,0
81,,1257.8729,0.0188655673926217,0.102993455088085,-5.52519428931751,0.1399835324754902,2719.117082129096,107.66601562,-87.24367330985805,69,281,11,20.94439909297052,0,1
82,,1185.5566,0.0224897980479119,0.0784054494863221,-3.9023693661162095,0.1366036997054712,2428.1585028013824,92.28515625,-84.86515423043228,69,281,25,23.777233560090703,0,1
83,,1285.1583,0.0245225946731098,0.1313057897703986,-4.030965956342955,0.0910749690774156,1495.6119206298133,143.5546875,-62.0620005865514,69,281,11,17.949024943310654,0,1
84,,919.47656,0.0218879574766097,0.1049376559467122,-4.663479584521548,0.0698898087686567,2162.807523403323,161.49902344,-59.57860624049634,2,9,1,1.486077097505669,1,0
85,,1111.962,0.0278177304114512,0.1493238322067151,-4.213936825243878,0.1134566896860095,1751.1975234295642,117.45383523,-80.72898667088236,69,281,18,23.31283446712018,0,1
86,,814.23694,0.0206946112552303,0.1032088246295211,-6.670843466203861,0.055282738095238,1816.2961926269688,215.33203125,-49.68947518458951,0,0,1,2.4342403628117912,1,0
87,,636.9369,0.0150165784741854,0.0948064186285762,-6.193937005756207,0.0282652948943661,1077.8110649797768,129.19921875,2.2017730539069755,0,0,1,1.6324263038548752,1,0
88,,858.7921,0.0201790186144948,0.1071335449838479,-5.373666800000631,0.0821200284090909,2056.380956046475,143.5546875,-57.50873924622625,5,13,1,1.3852154195011337,1,0
89,,707.655,0.0154437607606278,0.0770996599284137,-4.3668611039285405,0.0528588388480392,2174.40661401976,99.38401442,-72.5409370280974,4,16,2,1.7647165532879818,1,0
90,,1734.9564,0.0169863337487963,0.0781384653595859,-5.6387805657841055,0.2133606868003731,3569.744813335219,151.99908088,-93.93959538201808,69,281,30,21.43201814058957,0,1
91,,961.4172,0.0150072196217958,0.079822657053471,-5.170901794486263,0.1318196614583333,2793.2691992010577,123.046875,-35.35070110713105,3,13,1,1.3515192743764173,1,0
92,,814.6394,0.0141753895214763,0.0734629303380793,-6.484143355711396,0.1259297410102739,2689.306198269784,107.66601562,2.0286215854178287,2,17,1,1.694875283446712,1,0
93,,1343.7758,0.0242091529881117,0.12353370769195,-5.561335479133636,0.1445636478080568,2534.038671834629,107.66601562,-105.51446789795686,69,281,15,19.690521541950115,0,1
94,,591.2329,0.0169304701522212,0.0904971801263311,-6.393625444579637,0.0385577598314606,1512.3585876374218,112.34714674,-29.83637312774889,0,0,1,2.00249433106576,1,0
95,,1549.9761,0.0167152548722325,0.0973974914526258,-5.165177631333545,0.0848889802631579,3285.4074370425465,129.19921875,-22.66772777820295,5,22,1,1.4628571428571429,1,0
96,,1235.821,0.0146478073644609,0.0710875770515833,-6.962151073967122,0.0944721638655462,2774.136832685447,103.359375,-91.72203394941084,5,22,1,2.716734693877551,1,0
97,,1944.3627,0.0208086678379854,0.1216707271528089,-6.405021543329525,0.1970839478110374,3073.1606357320143,95.703125,-118.73358487641718,69,281,32,22.337596371882093,0,1
98,,1050.3553,0.0235661372365674,0.1125917475288247,-6.010936936978792,0.1091507344093784,2265.290874751497,143.5546875,-134.76649390326546,69,281,32,27.469206349206345,0,1
99,,905.57837,0.0297590235888825,0.1670175925884781,-5.31254337469465,0.0777554198182059,1554.9223198428338,71.77734375,-106.1935077075008,69,281,12,41.80340136054421,0,1
100,,1742.0656,0.0379714015215306,0.1451275497022661,-4.760572759649413,0.0790203525431485,2019.052844826076,107.66601562,-102.39978105945454,69,281,3,21.13015873015873,0,1
101,,1755.1996,0.041501874887623,0.172268887097218,-5.863215467163095,0.1720538799579327,2595.8340542226188,172.265625,-97.68628964959576,69,281,19,20.201360544217685,0,1
102,,1001.8386,0.0187757000143441,0.0976501924421474,-6.165428554319633,0.0548095703125,1822.5499464201712,161.49902344,-23.112519367857583,0,0,1,1.935419501133787,1,0
103,,1767.1031,0.0213019913123832,0.09220476024657,-5.8120277789862484,0.1562097364168413,2430.354719453011,151.99908088,-118.73510709047768,69,281,46,22.96453514739229,0,1
104,,419.39615,0.0311885987549484,0.1566536541541976,-7.006069436719108,0.058525390625,2486.166936219028,135.99917763,-113.76429707186588,5,22,1,2.310294784580499,1,0
105,,1162.6029,0.0387603192303392,0.2232912905500687,-5.324176886612543,0.119705815018315,2797.7828049745485,123.046875,-87.67955576810772,69,281,1,18.55274376417233,0,1
106,,682.24164,0.0175923921214462,0.112696925951234,-6.398643432986565,0.0487432065217391,2159.9998574297056,198.76802885,-54.13175846413674,0,0,1,2.129886621315193,1,0
107,,883.2905,0.0266818137330946,0.1271195105246133,-6.78023555143513,0.0681809645432692,1861.1858213926955,123.046875,-31.72316025584369,3,7,1,1.1989115646258504,1,0
108,,1252.8906,0.0204319567468923,0.0810367353128926,-5.013199631650979,0.0919848913433908,1994.53359177274,135.99917763,-121.07408514855528,69,281,70,25.701315192743763,0,1
109,,711.0806,0.0148140874080998,0.097533996191676,-7.0211670769907135,0.0547332763671875,2433.689281409336,184.5703125,11.19227738816373,4,12,1,1.463764172335601,1,0
110,,1189.4795,0.0230862696326716,0.1131479992978977,-3.9094894560436075,0.07937552182729,1440.9051166594818,117.45383523,-56.46668144278897,69,281,2,18.15800453514739,0,1
111,,1698.1454,0.0128618533720864,0.1043969587171833,-7.271082874214792,0.1097598805147058,2594.713000969188,112.34714674,-41.69974421628274,6,15,1,1.954240362811792,1,0
112,,656.61176,0.0153094106384334,0.0829444509284332,-6.355419596999681,0.0860202595338983,2393.204435347867,151.99908088,-7.584593802194617,4,17,1,1.3643990929705216,1,0
113,,1098.552,0.0200889217046878,0.0843022612887808,-6.4390253144307765,0.0487169715447154,1736.6576334187605,215.33203125,-111.31644097226928,6,22,2,2.229115646258504,1,0
114,,487.0727,0.0248380517922541,0.1731569596342461,-5.969138338547639,0.0193568638392857,803.5341715498822,99.38401442,-128.40015585031898,0,0,1,1.923628117913832,1,0
115,,1341.4454,0.0234461195068604,0.0987010175236779,-5.7330092444657215,0.1170263457716557,2379.17406142085,107.66601562,-128.80897826364117,69,281,63,24.450612244897968,0,1
116,,876.5677,0.0174256782522723,0.1866638896721423,-8.336230174456022,0.0647045173267326,2845.786360939296,151.99908088,8.302348697362838,3,17,1,2.324126984126984,1,0
117,,543.73846,0.0198828186141797,0.1057811992579198,-5.351024461272521,0.0292779126213592,1271.1136222023194,86.1328125,-53.39825056100457,0,0,1,2.17687074829932,1,0
118,,1459.2103,0.0165178233897456,0.0778754944525017,-4.991553476719624,0.1758679131776588,2851.9464852141755,89.10290948,-88.28707657999489,69,281,26,24.93823129251701,0,1
119,,1145.3888,0.0223952155513514,0.0859217568225567,-6.6677744220109645,0.1002215485074626,2252.991462641079,83.35433468,-42.35652003481676,4,15,1,1.5556009070294785,1,0
120,,1050.9385,0.0288764465791509,0.1309333148038081,-5.490731974599662,0.0791062096363018,2255.5073556949765,143.5546875,-101.80613920141988,69,281,1,33.85469387755102,0,1
121,,1248.4908,0.0187013892726907,0.1021500743930108,-6.3327276942630135,0.1783652038971066,3023.962760246244,123.046875,-118.289252956657,69,281,35,25.68126984126984,0,1
122,,865.22516,0.0124593764168228,0.0612168423456022,-3.769791209360183,0.0576267616421568,1780.8253682882937,172.265625,-48.61882953225989,0,0,2,1.9040362811791385,1,0
123,,1089.9083,0.0237933821370402,0.1004365292089199,-5.797416837964203,0.1109376983539268,1768.51697985365,117.45383523,-120.40808858108684,69,281,36,24.079092970521536,0,1
124,,1144.2563,0.0322403820187459,0.1296730301978301,-5.48064879459872,0.0737900390625,1821.251934870774,123.046875,-112.09532157741296,69,281,1,22.92625850340136,0,1
125,,831.03375,0.0198802418058955,0.0965262218821728,-4.675104570557836,0.0543172200520833,2001.08649696938,112.34714674,-46.93962705605705,6,22,3,2.4845351473922905,1,0
126,,1649.072,0.016753879199972,0.0976353531055048,-5.910053269332371,0.1946007920141406,3281.4543944489915,99.38401442,-103.33324274401468,69,281,32,24.241632653061217,0,1
127,,1370.5876,0.0208361678067842,0.1380370811742761,-5.879113478614861,0.1331410681098568,2031.8561791325376,75.99954044,-112.832712474693,69,281,14,18.088344671201813,0,1
128,,1573.5697,0.021196776123894,0.139004248577822,-5.174660474461151,0.1744620147841928,2487.4381515469404,143.5546875,-79.59522113875909,69,281,10,19.504761904761907,0,1
129,,602.9651,0.0153353024048452,0.0858169480490478,-6.227370929609786,0.038025323275862,1464.6329752287745,86.1328125,-120.09642379417376,5,22,1,1.8575963718820865,1,0
130,,615.10315,0.0160272941143766,0.0719241048778018,-5.910813668817784,0.0339174107142857,1154.0606306697323,117.45383523,-100.5982277621184,2,16,2,3.4597732426303858,0,0
131,,1124.7871,0.0163015746768741,0.0832405401075369,-5.290407714574497,0.098953689897934,1686.2540123209849,123.046875,-115.90151192175622,69,281,50,30.255600907029475,0,1
132,,913.25055,0.0208967613214133,0.0898692809904846,-6.778368004634839,0.070293719951923,2331.873690857132,54.97839096,-62.81338634532199,5,19,1,1.7933786848072562,1,0
133,,1314.0782,0.0237665969754223,0.1036568338611041,-5.693003726933101,0.0999479166666666,1696.5567065020832,135.99917763,-117.52970611060714,69,281,30,20.45678004535148,0,1
134,,1278.3975,0.0289670379088213,0.1375775336319311,-4.870692173642297,0.0836463341346153,1835.368759983196,112.34714674,-101.54994497442432,69,281,18,18.390204081632653,0,1
135,,1009.2812,0.0148510049803232,0.0789248475332075,-4.002591028793957,0.0418098173945783,1905.2312336575856,143.5546875,10.791069017325457,1,6,2,1.850294784580499,1,0
136,,1203.7401,0.0252904042640514,0.0882612739270485,-6.504817160838854,0.089080810546875,2491.4249241390803,129.19921875,-17.573861906250087,4,14,1,1.479591836734694,1,0
137,,1739.2891,0.0146997631289874,0.0934836008640094,-6.809524822029217,0.2830389745487189,4193.093929340483,123.046875,-128.0816772093672,69,281,25,22.29115646258503,0,1
138,,1408.2744,0.0221701091737871,0.104084069538727,-5.428713922868573,0.1676921844482422,2034.4007397540468,78.30255682,-129.19401681805388,69,281,46,15.743129251700683,0,1
139,,835.5842,0.0155135366841036,0.0874252529562728,-5.836408435005639,0.0816860856681034,2164.227841456888,92.28515625,-44.784555240050544,5,15,1,1.34140589569161,1,0
140,,546.2376,0.0208325113872498,0.1458040833116538,-5.63160626733331,0.0427589416503906,2423.120498607349,89.10290948,-127.63901974347414,5,22,2,1.741496598639456,1,0
141,,1394.4645,0.03226826734299,0.1559557165388866,-8.115969176239505,0.0754488431490384,2511.527011697825,69.83741554,-80.83177929220238,0,0,1,2.4015419501133786,1,0
142,,1110.4819,0.0168819137069913,0.0868768167676942,-5.266286693504045,0.0654482298259493,2412.468205047421,184.5703125,-71.83736082227162,4,15,1,1.6580045351473922,1,0
143,,2201.411,0.0774503691226163,0.1810981322509543,-5.45163359370143,0.135569004002463,3389.464578384908,143.5546875,-97.547189489455,69,281,1,17.832925170068027,0,1
144,,1530.4427,0.0225467379797439,0.0981636004074038,-5.274471239448327,0.1146077993506964,1955.686753742532,99.38401442,-124.0760682246709,69,281,46,22.75555555555555,0,1
145,,1413.1089,0.0203950646557376,0.0996413411098636,-5.69662883019619,0.133665401694829,2063.9176510406087,112.34714674,-105.10652535384928,69,281,28,22.198276643990926,0,1
146,,1215.6719,0.0197604076675229,0.1080401445077244,-5.36963055948964,0.2386550319934154,3516.703536413216,107.66601562,-89.16404734258438,69,281,24,22.29115646258504,0,1
147,,1600.4573,0.0339102403845622,0.1295095543270691,-4.3689423037101625,0.1690691519474637,2799.8781475147075,135.99917763,-78.77684267160888,69,281,22,17.740045351473924,0,1
148,,1188.3439,0.018827739985088,0.1294402403456822,-6.285580754175111,0.0767719314759036,3202.460561927634,161.49902344,-146.04689980159242,6,19,3,1.9504761904761905,0,0
149,,1625.6613,0.0178074798651222,0.1038838054887132,-3.4663755860464853,0.1428844105113636,2436.7267684788094,151.99908088,-65.02245459102623,69,281,11,23.82367346938776,0,1
150,,829.06885,0.0236997830686723,0.1206057347717744,-4.420601013728441,0.113338579886591,2370.714298878549,161.49902344,-81.19166708312095,69,281,10,31.300498866213147,0,1
151,,1364.2867,0.0279065457893148,0.1247963257338876,-5.962064232409352,0.0749514248704663,2182.395826809385,99.38401442,-119.28069087116612,69,281,3,21.797324263038547,0,1
152,,1186.2397,0.0269961347756258,0.1369128901179573,-5.059652521425765,0.0836143614907819,1537.5336946380146,89.10290948,-92.1255711174427,69,281,41,28.746303854875286,0,1
153,,849.7612,0.0138087283020023,0.0753174504136122,-8.025950958907838,0.0611488655821917,1864.9253423714788,135.99917763,-50.76430588916258,5,19,1,1.6756916099773242,1,0
154,,1421.5873,0.0201886797606,0.1555149617330453,-6.062081433765176,0.1526537471657402,2719.8551067561325,123.046875,-112.07716907380754,69,281,2,38.2287074829932,0,1
155,,1455.677,0.0170765308486016,0.0885039661744966,-4.849746791050092,0.1210508155975219,2360.3476780793303,184.5703125,-96.39695103035682,69,281,43,23.70757369614512,0,1
156,,1046.7474,0.0162967204580423,0.1279954287276017,-6.916470851541862,0.0646528764204545,2742.855724393441,67.99958882,-30.05461065679817,0,0,1,2.0313378684807257,1,0
157,,652.4775,0.0264286660746274,0.1134450763352397,-3.855641772767339,0.0366796875,1260.9569088840697,129.19921875,-35.02357856655306,0,0,1,1.118185941043084,1,0
158,,1061.1162,0.0219432997953838,0.1224277547699075,-5.080283420608167,0.1087805913438109,1495.081215927058,95.703125,-106.95285795692148,69,281,39,17.414965986394563,0,1
159,,1384.939,0.0232885329296384,0.1256512521560038,-5.940905894042961,0.1231483093723717,2116.6343022643177,117.45383523,-114.25269481800494,69,281,23,21.199818594104308,0,1
160,,629.0031,0.0403026211424524,0.1574651851840618,-5.678307554402106,0.0350848752878454,1166.155553743937,112.34714674,-138.31928359918774,69,281,1,57.66385487528345,0,1
