Id,age,gender,mean_pitch,max_pitch,min_pitch,jitter,shimmer,energy,zcr_mean,spectral_centroid_mean,tempo,hnr,num_words,num_characters,num_pauses,silence_duration,duration,MFCC-1-95,MFCC-2-95,MFCC-3-95,MFCC-4-95,MFCC-5-95,MFCC-6-95,MFCC-7-95,MFCC-8-95,MFCC-9-95,MFCC-10-95,MFCC-11-95,MFCC-12-95,MFCC-13-95,MFCC-1-5,MFCC-2-5,MFCC-3-5,MFCC-4-5,MFCC-5-5,MFCC-6-5,MFCC-7-5,MFCC-8-5,MFCC-9-5,MFCC-10-5,MFCC-11-5,MFCC-12-5,MFCC-13-5,MFCC-1-50,MFCC-2-50,MFCC-3-50,MFCC-4-50,MFCC-5-50,MFCC-6-50,MFCC-7-50,MFCC-8-50,MFCC-9-50,MFCC-10-50,MFCC-11-50,MFCC-12-50,MFCC-13-50,mean_silence,silence_ratio,wps
10,28.0,1,1111.2589,3999.2314,145.74281,0.0215924437193089,0.1021271188123881,0.0059617519037781,0.0805571212597874,1822.9274436836863,123.046875,-84.30408728079898,69,281,13,17.554285714285715,20.744716553287983,-189.04703,181.45735,66.802704,75.26252,43.552864,31.011417,22.386374,21.673052,13.87148,21.116678,11.425939,15.441034,9.688774,-463.80414,3.3609884,-16.98171,1.3001136,-14.624396,-25.041805,-20.98008,-17.596262,-29.466854,-14.259408,-24.674906,-15.996794,-15.41659,-303.1257,109.58299,31.693844,27.466156,19.765121,8.222143,1.3945072,4.7916107,-2.7138956,4.958997,-1.8779233,1.5557799,-0.93784547,1.3503296703296703,0.8462051370619189,3.326148121752172
11,20.0,1,1331.6096,3998.814,145.37558,0.0156853915338826,0.1041882113399699,0.0047872529751417,0.1410549558998414,2297.9556488862286,117.45383523,-86.25695812062388,69,281,13,17.99546485260771,21.94439909297052,-165.95464,183.28625,30.439848,44.340622,46.041786,42.616768,4.1956363,1.5796925,1.2133733,4.886223,8.151251,11.8963785,3.0891948,-460.58203,-43.6951,-72.15027,-31.412552,-39.76113,-22.407572,-50.70996,-38.963425,-42.39608,-26.513786,-25.78823,-23.321306,-28.442886,-261.71924,109.299385,-16.201525,4.384676,3.9900851,9.62515,-22.945503,-17.81984,-17.907322,-10.817375,-9.639139,-10.358182,-12.396635,1.38426652712367,0.8200481943646487,3.1443102956554805
12,32.0,0,1683.1677,3999.7866,145.37051,0.0220877248594145,0.1084095086763988,0.0053801783277857,0.1490093093230694,2183.1706987430566,117.45383523,-103.783291110789,69,281,26,17.925804988662133,23.74312925170068,-179.81657,168.28093,22.748009,83.57953,26.460348,45.122776,4.5187025,14.074999,2.5018709,14.35224,1.4524937,0.90517473,25.381666,-459.183,9.705548,-72.93603,-12.938434,-40.64259,-31.90836,-59.649384,-31.631432,-45.683197,-24.440212,-31.557508,-28.882477,-11.101904,-273.6299,84.331955,-20.446007,28.005848,-0.53946406,6.1441326,-23.798218,-7.530749,-21.099045,-4.454836,-11.477886,-11.850624,6.551692,0.6894540380254667,0.7549891506983284,2.90610387824333
13,20.0,0,1470.7318,3994.0364,147.56389,0.012966213118536,0.0649881783070026,0.0022564403469537,0.0765279134114583,2186.139029569056,92.28515625,-16.998422875407158,4,12,1,1.0933786848072562,1.0933786848072562,-206.99083,131.29431,43.78268,66.78676,28.241573,17.138908,16.033085,15.803611,13.032486,7.4065847,14.246466,16.969841,7.3067927,-374.26404,7.313955,-47.683296,1.1903448,-22.94428,-33.341396,-18.634714,-10.138242,-17.629686,-20.822529,-18.905642,-8.754988,-21.031132,-282.54395,85.57629,2.733848,33.52266,12.880544,-6.6449814,0.8669535,2.8826811,3.3207188,-6.505826,-2.310248,6.259239,-6.9951696,1.0933786848072562,1.0,3.658384835538596
14,20.0,1,821.28864,3533.229,150.64523,0.0169530053587486,0.1078442836699352,0.0035887246637628,0.0433054956896551,1833.2825721573647,107.66601562,-60.09118121731378,0,0,1,0.6683446712018141,0.6683446712018141,-161.09465,139.2069,73.29883,97.197525,34.40411,21.273048,5.944669,21.11538,22.523457,8.095582,22.202234,9.01559,-0.0657576,-440.3099,54.571434,-45.800526,15.980287,-9.166294,-27.201153,-34.506344,-28.861927,-12.183488,-20.037357,-17.876768,-11.418356,-22.53037,-307.22644,102.85678,22.05611,39.330406,6.1467733,-0.7173461,-11.435018,-2.0572312,0.52070946,-8.051773,0.90281296,-4.322748,-10.880761,0.6683446712018141,1.0,0.0
15,44.0,1,1291.2698,3999.6443,145.42297,0.0355137462250735,0.1604323164553452,0.002757798909399,0.1185826878089689,1966.9968189375447,89.10290948,-108.80944045199342,69,281,1,31.997097505668933,32.86462585034013,-185.45654,176.91573,22.907331,108.87257,4.309515,60.634796,0.34165522,27.85514,5.2845616,20.118134,14.844743,7.202288,15.631744,-336.58627,27.047459,-44.485954,40.34437,-55.441822,-12.329616,-46.993206,-17.180746,-23.43917,-15.901234,-11.259081,-14.934489,-3.476703,-269.95328,128.72925,-1.791777,62.43019,-11.817274,20.73846,-17.402252,3.8702896,-6.32533,0.0,3.3041897,-4.5927553,6.2229195,31.997097505668933,0.9736029751678362,2.09952184802633
16,32.0,0,1172.0302,3999.3564,145.37305,0.0216641298266336,0.1080397140119346,0.001804695959979,0.1394698483747357,2719.5969260070506,129.19921875,-120.02461662819242,69,281,10,15.232290249433106,21.945396825396827,-182.83313,155.38225,50.554462,57.62777,34.641872,11.039738,4.582918,9.003074,1.1118273,0.5409833,-1.4518902,7.446236,-0.17637575,-481.0075,-15.648208,-43.656742,-28.116936,-31.060244,-45.339966,-33.162407,-27.432194,-35.820786,-30.926912,-29.596283,-21.328407,-22.5848,-306.31735,75.62244,11.432404,11.547556,7.0752983,-4.9623857,-12.700062,-6.046171,-10.863487,-11.237702,-12.495009,-7.470251,-10.535177,1.5232290249433107,0.6940995585828359,3.144167341742853
17,19.0,1,1659.2017,3982.6162,146.94263,0.0175578737739974,0.2386370988316345,0.0001156301169289,0.1035991467927631,3576.4101086873447,80.74951172,-15.770098874000617,3,12,1,1.7635374149659864,1.7635374149659864,-294.4977,106.12895,63.7938,59.041313,37.261017,31.031311,38.043236,15.6206875,13.127445,33.810444,4.763045,11.018438,36.33994,-424.4511,-29.688833,21.718567,6.4569874,-20.184208,-20.408262,8.827541,-9.720993,-32.806446,5.7820425,-18.163792,-12.898173,4.634108,-355.92004,55.32905,47.30847,40.994064,12.795942,-1.0692984,19.931398,2.6941452,-19.074932,18.573547,-5.4416213,-2.6575284,23.596441,1.7635374149659864,1.0,1.7011263693874403
18,22.0,0,1695.0831,3999.4983,145.42874,0.0255015906609085,0.1634446095921183,0.0022345246714666,0.1262749565972222,2530.73608451984,129.19921875,-92.59384030392374,69,281,1,25.899092970521544,25.899092970521544,-162.23846,159.13489,44.868237,102.89127,23.530281,51.34734,27.473389,28.346546,26.599396,24.597786,10.894829,27.516539,14.050045,-446.5093,-70.04343,-53.045242,-0.27234927,-40.527,-18.362907,-23.607655,-16.367695,-9.989847,-16.732302,-16.888247,-4.6327324,-16.593887,-263.699,82.86412,5.7635126,38.794476,1.0402188,18.0742,4.259862,8.965487,8.849367,8.983439,-2.7341735,10.6165285,-0.7664422,25.899092970521544,1.0,2.6641859650658843
19,19.0,0,680.2029,3241.5488,149.73259,0.0183878929125222,0.106508351976209,0.002761397005551,0.0510406494140625,1971.77378865396,151.99908088,-31.717309213316582,1,6,1,2.2141043083900227,2.2141043083900227,-179.52107,130.81674,60.6487,53.821106,22.51255,11.645721,22.88633,23.745384,2.8907688,20.361023,24.559845,4.5512643,16.215706,-417.4651,36.927402,-33.525993,-18.177752,-35.276257,-36.648926,-20.865902,-28.78415,-33.659763,-18.074797,-7.533003,-16.727617,-15.245946,-320.6563,96.0267,37.950092,22.292244,-0.7803845,-11.536932,7.865531,9.292951,-16.695919,-2.8295355,5.7568874,-6.240799,0.80793923,2.2141043083900227,1.0,0.4516499047541017
20,24.0,1,889.95404,3952.5393,148.24489,0.0277029034378587,0.1443782538304926,0.001579887253596,0.0672957920792079,2673.59798730948,184.5703125,-125.1196419342648,5,22,1,2.275555555555556,2.336417233560091,-205.18025,148.00471,63.94538,54.40952,35.40193,26.345695,27.708036,31.39536,24.196312,25.823128,30.892166,28.868607,19.684896,-465.5086,1.7812239,-21.720547,-6.2250996,-21.575169,-4.3024063,-23.324368,-7.7110095,-20.381329,-16.9852,-13.917583,-14.596268,-11.715781,-374.10428,56.242004,34.98925,35.359962,10.6129265,6.723325,17.041,15.364398,-4.5527515,11.586923,11.142398,-1.9120226,7.752303,2.275555555555556,0.973950852129353,2.140028727823285
21,18.0,1,1266.5797,3999.6902,145.56848,0.0291336815503729,0.1369158791302976,0.0032255066794727,0.209017974335344,3054.039061309191,99.38401442,-94.72334607897598,69,281,17,21.571337868480725,25.973650793650798,-152.99571,174.78554,72.28461,38.2703,33.756413,33.514427,3.906838,24.323057,8.4617815,24.491991,9.865796,17.161972,2.8577344,-410.28125,-32.632065,-29.15256,-38.14834,-34.181725,-22.362736,-50.17116,-15.602152,-36.535587,-12.183661,-18.999949,-12.489355,-31.878286,-261.12503,97.00003,16.832796,-0.38980627,8.460517,7.88609,-21.01328,2.8774288,-13.4314575,8.92201,-4.4740524,3.0688992,-13.855312,1.2689022275576898,0.8305085041704571,2.656538372220932
22,23.0,0,623.7795,3214.8777,153.99821,0.0191478634481354,0.1065962534876625,0.0013666092186132,0.0609600360576923,2049.3515833619945,107.66601562,-21.72206334262426,5,17,1,1.8078004535147392,1.8078004535147392,-270.6679,137.8482,70.72736,85.6511,29.33647,22.505812,29.729174,29.94157,16.89948,14.959871,22.02104,12.038211,12.099751,-426.37006,17.04867,-27.650854,-2.1398458,-19.246483,-23.288616,-11.594741,-18.32578,-15.263013,-16.442942,-9.77777,-18.656702,-23.580765,-325.49365,92.28549,21.856155,33.806854,14.587585,1.4051452,7.3275366,1.7542863,3.5768375,-0.21554494,7.644626,-0.3865241,-5.42944,1.8078004535147392,1.0,2.7657919823390698
23,19.0,1,1244.1748,3997.6992,145.3853,0.0175905687068452,0.1080013608643294,0.0022870562980405,0.2124203541239754,3642.680779689784,99.38401442,-107.35153584403125,69,281,16,19.504761904761903,22.659546485260773,-174.56114,153.56876,84.90014,40.71359,42.20878,32.693283,12.194895,27.407272,13.124228,19.855598,6.4995275,18.049456,7.048249,-488.62015,-84.68446,-14.66159,-42.637268,-18.029709,-27.789404,-37.568157,-10.566011,-27.756966,-9.758367,-27.027998,-6.6262474,-16.51515,-280.24756,66.925285,31.476048,-0.30980715,15.917814,9.855875,-9.937521,8.388582,-2.9163866,7.449884,-8.38998,5.4129686,-3.7074614,1.219047619047619,0.8607745930594443,3.045074182966638
24,23.0,0,901.53925,3842.8015,149.93842,0.0157963092593726,0.0747284937708542,0.0015750182745555,0.0551994077620967,1982.2232828140827,107.66601562,-37.0314543448426,4,14,1,1.438185941043084,1.438185941043084,-226.55493,155.30815,107.21183,87.65815,39.155037,18.56907,35.20192,14.1150255,19.026411,16.766727,11.597329,8.352065,14.770088,-494.9583,28.742117,-88.90162,4.4398394,-25.323809,-52.77531,-10.171296,-20.367147,-29.847797,-17.647486,-17.946291,-15.750358,-13.800118,-350.65387,103.16832,4.395133,39.986393,3.2545474,-8.383494,1.3022934,-5.32957,7.230594,-3.3627067,-7.0318375,1.846482,2.3665893,1.438185941043084,1.0,2.781281533804238
25,19.0,0,551.2935,1814.0834,160.97568,0.0147354626370803,0.0635305515628821,0.0022605544083553,0.0388240370639534,1622.939836407057,103.359375,-1.2948571637602604,3,12,1,0.9979591836734694,0.9979591836734694,-251.34123,134.44038,58.78875,73.88595,40.347218,16.93763,15.216084,2.4546177,10.971847,17.735733,2.6859403,27.530066,1.8432,-416.0209,39.708336,-26.280512,1.1599565,-23.100695,-40.3653,-17.028717,-17.021906,-10.278081,-13.578567,-23.577263,-5.188965,-20.266527,-312.22876,104.10161,4.136146,34.32812,7.293191,-5.888259,0.9650485,-6.675853,-0.7583714,0.25526106,-11.263466,14.899799,-9.793283,0.9979591836734694,1.0,3.0061349693251533
26,20.0,0,1159.0879,3997.261,146.01286,0.025574263127142,0.1040421689896687,0.0077830002897171,0.0937753520898234,1853.9685010452329,99.38401442,-87.46737852852345,69,281,17,19.24934240362812,22.34566893424036,-180.87231,188.3856,46.001842,91.71508,25.439598,24.185091,14.084246,12.54798,15.753299,21.227686,10.861218,15.161439,9.358636,-430.3678,10.919142,-43.37741,-10.6469345,-29.015188,-35.777107,-32.070206,-27.530586,-30.867582,-12.4282255,-18.594067,-9.399586,-21.415144,-274.14255,113.05335,8.108173,24.192427,4.837718,0.17494157,-9.305693,-4.2138653,-3.3987036,3.99018,-3.7864146,2.0780096,-3.0628328,1.1323142590369482,0.8614350485669405,3.0878466965144646
27,25.0,1,642.40686,2703.9536,149.37923,0.0122461749877193,0.0844836540309647,0.0034162271460446,0.0352185837765957,1374.507313520434,123.046875,4.5289906539438665,1,5,1,1.07718820861678,1.07718820861678,-176.33118,188.81424,36.348026,81.52317,34.642437,26.181993,15.741893,14.352206,11.258424,18.742357,7.35857,21.836143,1.1212014,-361.13885,61.611443,-47.906593,-8.502852,-24.29458,-10.449821,-16.846323,-30.458435,-14.768996,-12.644084,-23.816458,-7.395538,-28.62476,-280.23895,140.01337,4.8722477,21.363789,1.5285671,8.448935,0.5168896,-5.134992,0.6367346,2.825031,-7.0630193,5.240241,-9.502462,1.07718820861678,1.0,0.9283428763893566
28,19.0,1,1529.0837,3999.5688,146.05385,0.0216218910110953,0.1077750385110085,0.0062164539990313,0.155198029333242,2555.8368051487773,107.66601562,-87.65467627130246,69,281,14,17.182766439909297,21.17990929705216,-137.48703,180.26917,44.93721,115.555756,34.610195,75.6211,8.279838,36.764996,17.961443,13.859621,40.71631,9.885133,26.421412,-527.83844,-20.277042,-53.54082,9.00078,-66.18252,0.0,-51.425396,-9.170308,-21.448631,-28.464714,-2.0603354,-29.012976,-3.6447492,-271.22513,94.01839,-0.6821887,51.131252,-9.557473,29.871693,-23.124601,11.422123,2.4240422,-5.2112823,14.736743,-7.6896763,11.059667,1.2273404599935211,0.8112766772944026,3.2578043197570965
29,17.0,1,676.628,1918.3217,149.79283,0.0155791281788837,0.1070284722558999,0.0032590866936093,0.0302419354838709,1295.5224028246787,75.99954044,-46.040137267133865,0,0,1,1.4293877551020409,1.4293877551020409,-226.72705,172.82283,84.25512,86.22364,58.771534,33.019306,25.325497,26.934002,13.0626545,20.73034,26.561245,20.453323,16.312443,-435.92075,78.60211,-17.928162,-25.312265,-13.639529,-36.244724,-22.447525,-12.313807,-20.993805,-16.56787,-19.591549,-11.972324,-12.716499,-309.1458,127.250786,20.779331,35.53595,17.287815,4.1198545,1.7791525,8.394421,-7.903117,-0.38744137,-2.317884,1.9843886,-0.51171166,1.4293877551020409,1.0,0.0
30,44.0,0,1429.8867,3998.7551,145.5064,0.0201612603183502,0.1264184783690263,0.0063447500097419,0.1574752732450739,2206.9919194071167,95.703125,-80.9974490241254,69,281,13,20.34068027210884,23.567301587301586,-172.97964,184.98856,16.452892,91.87932,10.473477,47.999508,2.349422,34.21201,14.959656,10.784042,11.706506,12.762693,13.7974415,-384.84616,20.354443,-75.930855,-11.087857,-54.153313,-44.777893,-68.01079,-32.581562,-29.793068,-28.918938,-13.85906,-16.022451,-20.384151,-244.33414,114.06412,-22.650967,34.73464,-17.55056,0.0,-28.047253,0.0,-7.3745356,-7.665181,-0.8230078,-2.8802536,-0.2268992,1.5646677132391416,0.8630890641747762,2.927785336153131
31,20.0,1,717.9935,2949.6436,149.35197,0.012843319468688,0.0849416893992316,0.0015716361359483,0.0770201602224576,2310.126001467253,151.99908088,-55.74258338565362,7,21,1,2.7068480725623583,2.7300680272108844,-238.4385,140.00958,61.88625,87.02549,26.359379,16.444391,18.021717,29.603735,24.422237,19.584227,25.235891,8.155233,12.996201,-485.23825,0.7075057,-6.124976,7.356362,-20.891792,-32.323734,-16.906479,-20.645617,-14.824847,-17.536741,-17.102743,-17.342264,-17.908075,-308.13635,90.161255,28.143791,39.042496,10.876671,-2.8659682,4.0182533,0.229842,2.5915031,2.6767273,10.194281,-2.2659454,-4.491296,2.7068480725623583,0.9914947340443204,2.5640386723811424
32,16.0,1,873.3374,3786.4834,148.02092,0.0120946567904151,0.0850968057112766,0.0017037776848265,0.0518962803171641,1955.4385057884613,117.45383523,-19.329546096514825,0,0,1,1.543356009070295,1.543356009070295,-195.46404,134.77312,57.091625,90.13831,40.378635,11.168672,17.33709,28.386288,8.2514925,10.107422,17.068468,27.765167,16.336731,-411.9827,54.133636,-36.682076,-8.109471,-30.015982,-25.934732,-25.01668,-17.859266,-17.035143,-13.985345,-28.707373,-6.1322417,-18.083927,-273.7988,104.66612,2.5304961,28.797749,3.5320182,1.3743185,5.1593704,7.9779773,-1.8511616,-2.2334151,-6.9914913,4.8474836,-0.34165704,1.543356009070295,1.0000000000000002,0.0
33,18.0,0,1294.9783,3998.2922,156.45819,0.011590499297033,0.0713618287943068,0.0018631369750237,0.100494384765625,2439.2222819513545,99.38401442,-16.651219574451357,5,21,1,1.4756009070294784,1.4756009070294784,-216.5031,146.18977,96.21006,73.83384,33.874035,31.751173,11.287827,9.035892,23.417269,13.1601,16.179312,12.071345,14.011155,-467.2841,-36.99247,-94.57897,6.5097604,-25.091183,-44.302017,-15.48741,-29.650183,-15.877617,-24.74208,-17.5297,-14.366896,-13.359178,-300.441,90.50403,1.9035783,42.28249,5.4332485,-11.372693,-2.044272,-9.006918,6.63995,-7.488207,-1.0896797,0.6877935,-1.4928225,1.4756009070294784,1.0,3.3884500722254662
34,23.0,1,537.18616,1580.1475,151.631,0.0199309529543649,0.0888440035586974,0.0077124531923375,0.0378974780701754,1344.3127079841497,135.99917763,-29.74385607331001,1,5,1,1.3141043083900226,1.3141043083900226,-162.59178,200.9119,58.467705,91.83507,29.151838,27.814257,10.421403,23.271198,12.673713,12.28806,19.031044,15.837622,9.596607,-393.82574,64.24991,-14.057235,-7.736768,-43.51295,-22.638014,-16.268589,-27.228283,-18.41727,-9.554289,-21.40867,-9.212835,-34.208385,-261.41223,133.2833,12.891246,51.239357,4.654336,-5.472695,-4.8178043,-6.2981005,-1.7574222,-0.021854162,-7.06957,1.4978093,-8.4710045,1.3141043083900226,1.0,0.7609745996686914
35,51.0,0,1465.3381,3999.7085,145.6018,0.0181220359032769,0.0833658606681246,0.0087407887044107,0.1701775954174901,2733.855837776322,135.99917763,-64.58280666919286,69,281,9,20.271020408163267,23.48934240362812,-130.93027,162.47885,63.801216,68.08698,12.36484,21.278542,2.828654,4.417781,2.090232,15.3690195,1.4255244,11.97022,-1.2876321,-488.03775,-71.56457,-75.28528,-40.248074,-52.739407,-27.123661,-47.10155,-31.880514,-40.946415,-30.303837,-29.30142,-19.376411,-34.34009,-234.53244,81.734886,-8.7595,1.5260763,-12.013748,0.91232085,-21.687101,-10.890757,-20.874336,-6.6944885,-12.497472,-6.3788376,-16.326885,2.252335600907029,0.8629879908869754,2.9375024134069583
36,60.0,1,1469.1598,3999.4414,145.35683,0.0246786524436208,0.1337668061579766,0.0066824309550528,0.0952115277483022,1487.9457732096048,86.1328125,-86.34658135764694,69,281,22,21.08371882086168,27.339727891156464,-216.4587,177.4389,35.082947,61.973682,42.267174,14.679956,-5.840433,17.156197,-0.16617979,-4.384321,10.669783,6.619832,9.707434,-444.4791,34.228405,-45.768314,-21.585844,-34.124657,-47.426243,-68.49065,-22.754225,-37.459583,-46.237713,-28.411379,-27.745161,-16.603846,-300.03986,120.8235,-3.3223975,16.04634,5.789373,-14.94199,-33.92285,-2.8669472,-16.968197,-22.693829,-8.911497,-9.266469,-3.5827403,0.9583508554937128,0.7711751523204294,2.523799807909548
