gender,mean_pitch,max_pitch,min_pitch,jitter,shimmer,energy,zcr_mean,spectral_centroid_mean,tempo,hnr,num_words,num_characters,num_pauses,silence_duration,duration,MFCC-1-95,MFCC-2-95,MFCC-3-95,MFCC-4-95,MFCC-5-95,MFCC-6-95,MFCC-7-95,MFCC-8-95,MFCC-9-95,MFCC-10-95,MFCC-11-95,MFCC-12-95,MFCC-13-95,MFCC-1-5,MFCC-2-5,MFCC-3-5,MFCC-4-5,MFCC-5-5,MFCC-6-5,MFCC-7-5,MFCC-8-5,MFCC-9-5,MFCC-10-5,MFCC-11-5,MFCC-12-5,MFCC-13-5,MFCC-1-50,MFCC-2-50,MFCC-3-50,MFCC-4-50,MFCC-5-50,MFCC-6-50,MFCC-7-50,MFCC-8-50,MFCC-9-50,MFCC-10-50,MFCC-11-50,MFCC-12-50,MFCC-13-50,mean_silence,silence_ratio,wps
1,1409.3546,3999.2578,145.46703,0.0316410466583924,0.1407444086966086,0.0027257410173075,0.1438005324225567,2542.52340181629,107.66601562,-104.81660516588124,69,281,18,23.04335600907029,26.596009070294784,-164.80685,163.09917,46.398735,67.37793,27.580256,21.429756,-1.899844,0.3034071,-1.2608683,14.05832,0.027925998,0.43299675,-0.15538403,-379.48737,-39.682426,-47.590923,-12.65703,-35.85645,-46.351593,-39.70781,-36.410587,-42.350315,-20.381433,-33.153282,-25.067734,-25.927626,-261.90344,95.5936,-3.145671,18.049559,-1.1351545,-4.2371755,-17.876907,-15.022263,-19.442316,-4.8566365,-13.696278,-12.437445,-12.497711,1.2801864449483495,0.8664215728068588,2.5943742092142106
0,700.4155,2643.075,148.55011,0.0237521353096452,0.0980875673804718,0.0010317147034154,0.0677959735576923,2249.208775849474,99.38401442,-1.640450485463445,4,14,1,1.4885714285714289,1.4885714285714289,-277.07846,150.45825,111.4004,55.27884,35.83843,42.07326,13.186849,23.975403,15.815396,8.166543,9.614799,13.971899,5.832762,-458.5987,-6.596,-24.16634,-12.559294,-8.047603,-29.76154,-25.110708,-19.772131,-15.147486,-18.385778,-16.350502,-9.436792,-20.147818,-333.60425,90.44908,19.346336,30.548172,17.702438,7.1795387,-6.1824293,-0.24166852,-0.93381834,0.065919206,-1.3748484,3.031169,-1.4349139,1.4885714285714289,1.0000000000000002,2.687140115163148
1,1858.1233,3999.4392,145.35178,0.0217613564974901,0.1355426773605169,0.0035405590955006,0.2092589373363874,2951.1292477892225,107.66601562,-97.88135085213096,69,281,12,18.134784580498867,22.153514739229024,-143.8276,165.24988,25.339344,81.39913,50.616085,42.358753,13.235686,22.284664,0.48411217,13.676224,13.3588,19.861864,5.1165075,-526.2607,-47.089092,-88.42174,-16.10431,-44.08476,-46.455086,-37.171276,-17.122116,-51.807156,-34.201897,-25.040796,-7.8776493,-26.945724,-242.08002,76.21786,-21.30518,24.474625,2.5813646,5.8185587,-11.285872,3.864967,-23.429405,-8.41387,-5.243798,6.6535687,-10.138366,1.5112320483749055,0.8185962721475583,3.114629927223968
0,1697.6172,3956.3281,149.15784,0.0240865668986067,0.0904330678481736,0.0015145296891615,0.0858309659090909,2323.8367827615475,198.76802885,-63.03355024217101,3,13,1,1.2727891156462583,1.2727891156462583,-208.91544,131.81259,55.82964,86.31739,33.93223,22.438957,42.883743,14.463615,16.064053,41.34937,9.8812,30.34166,5.7835865,-445.89496,25.666271,-90.370865,13.277694,-57.16988,-52.292656,-7.262216,-29.409338,-23.967712,-4.5603557,-30.674469,1.7637448,-20.406878,-310.72614,82.81727,-11.341682,40.19513,-5.3245068,-22.622715,11.439388,-5.128463,0.7002672,17.186586,-4.769114,16.581253,-9.574513,1.2727891156462583,0.9999999999999998,2.3570283270978085
0,1446.9703,3998.968,145.58075,0.0221805661919385,0.0912846429250991,0.0012180840569343,0.1168807507208276,2491.3323844952124,135.99917763,-118.05219078528393,69,281,34,25.565170068027207,34.22380952380952,-208.07759,153.55698,57.69681,108.135284,43.831703,29.537153,20.049833,24.911192,21.298409,15.376987,12.503092,22.681622,10.984469,-521.26587,-11.12127,-47.966743,5.712518,-19.744175,-37.66719,-32.781532,-28.924974,-24.447676,-30.547123,-23.17627,-8.163426,-17.801432,-335.49194,75.08297,14.141701,36.210583,22.645851,8.152201,-2.9351604,3.8265362,1.8829794,-5.514628,-1.4729577,7.854659,-2.7771373,0.7519167667066826,0.7469995428253393,2.016140253235008
1,1877.064,3999.7415,145.80287,0.0258167156031193,0.1199549087766253,0.0016992904567869,0.1679581246909001,2703.5058786152863,129.19921875,-113.60621419841227,69,281,17,19.644081632653062,23.45310657596372,-163.91939,179.55475,31.629482,79.49794,47.642563,29.94656,18.813625,12.98955,7.532511,19.288345,14.538294,12.44504,7.633142,-444.633,-52.529186,-53.74636,-0.35743874,-23.202072,-29.578457,-16.149471,-22.028801,-30.799614,-10.021111,-23.370453,-13.87036,-15.772827,-271.5077,82.07248,-10.159541,31.944004,10.083804,11.372337,-0.22611314,-1.9570524,-8.244531,5.285426,1.3164248,0.3793302,-2.8991244,1.1555342136854745,0.8375897482504772,2.942040952080767
0,1492.3733,3999.725,145.34923,0.0281671936835973,0.0924938935358299,0.0092670006294405,0.1222359367363147,1778.6743438038593,234.90767045,-76.19668636506479,69,281,1,23.7518820861678,23.7518820861678,-160.06447,202.84685,6.9747977,76.849686,4.4514465,42.160656,-1.1475787,26.445019,11.987517,15.525298,7.288713,1.8497401,9.89995,-322.2141,49.31386,-68.84515,-3.1321821,-52.763054,-38.905518,-59.655758,-32.616127,-26.414648,-19.32594,-22.168823,-24.332611,-19.194448,-226.98067,138.20824,-24.73841,39.32766,-16.587975,-3.6423836,-24.884998,-7.934675,-9.628426,0.05091715,-6.1012917,-11.280525,-2.9698422,23.7518820861678,1.0,2.905032946428401
0,1346.3811,3997.6443,145.3787,0.0277059651536534,0.1052070502103027,0.002123569653627,0.1181902017532119,2298.3121973238567,95.703125,-116.8299492870246,69,281,14,20.31746031746032,21.68634920634921,-190.06831,173.23949,60.93939,75.215866,32.75862,28.865248,18.430038,30.888151,25.928146,22.428926,9.719677,9.88241,10.9614315,-472.3758,-18.414473,-25.47233,-11.433012,-22.580685,-29.918352,-24.53595,-6.8479514,-10.607286,-19.56102,-22.736073,-22.173857,-18.222195,-295.0783,96.61598,20.21571,26.182978,8.060963,2.6898985,0.0,11.911175,10.415437,1.1573939,-4.938067,-4.171724,-1.0160999,1.45124716553288,0.9368778545497132,3.1817250263496897
0,1392.2776,3998.4456,145.34973,0.0194772527358365,0.1007961057490655,0.0047634488786274,0.1808761935763889,2544.6874945104864,123.046875,-100.69382085764856,69,281,25,17.11310657596372,20.893015873015877,-186.28487,169.60568,55.72224,72.67328,20.72609,11.02854,5.8786044,7.3788114,7.6447015,9.012462,1.221258,14.733099,7.2734394,-426.816,-24.691765,-71.52649,-39.756176,-34.82917,-61.0482,-50.289444,-43.86474,-38.88448,-26.897861,-25.577974,-16.791948,-22.577662,-306.18683,97.752655,-1.7535765,1.721033,-3.4827363,-14.133039,-18.225616,-16.92609,-13.055408,-6.420735,-10.649891,-2.9178648,-4.959374,0.6845242630385487,0.8190826389054703,3.3025390120492912
0,1482.8053,3999.7302,145.5485,0.0181650103246375,0.0908017136746659,0.0025085478763895,0.1163202194940476,2410.987288748167,151.99908088,-101.5871722217328,69,281,12,16.579047619047618,19.487165532879818,-192.44958,168.2682,52.85391,98.13754,17.606466,46.731308,35.26748,7.962894,35.79219,11.840805,19.325424,15.929682,13.5283375,-497.59766,-41.84873,-63.81831,10.680485,-53.501305,-32.11796,-13.360262,-40.18925,-0.054630212,-26.809412,-11.002858,-12.091711,-20.484726,-296.6536,91.71354,1.6049126,37.934277,-13.2641945,16.011522,9.04718,-11.303709,15.827075,-4.221306,6.47128,3.5715914,0.9585527,1.3815873015873017,0.8507675265073588,3.5407920091600498
1,1598.835,3999.6267,145.51826,0.024688938213743,0.1213294753058713,0.0026329233723482,0.1705131370768424,2873.718334036784,86.1328125,-116.80001349574928,69,281,31,25.70448979591837,38.74716553287982,-182.49808,168.29602,48.4347,60.043945,36.573612,26.163385,-5.190468,7.7274957,-1.4565562,11.002204,-3.7790859,2.4833124,2.669532,-500.41455,-70.50757,-46.403748,-35.764206,-23.563,-25.509546,-57.56189,-33.627815,-45.649086,-25.36062,-37.172344,-20.736597,-25.552628,-323.7883,65.991196,5.209056,5.375519,5.041452,0.9572897,-28.406662,-10.641441,-19.25019,-6.7722645,-19.456417,-8.938517,-10.708295,0.8291770901909151,0.6633901975128018,1.7807754206291149
0,1100.6768,3998.7095,145.54976,0.022862879582807,0.0910772319436581,0.0119948648100452,0.1251702846208434,2255.3630128799923,172.265625,-74.5720893093079,69,281,17,24.636371882086166,28.62657596371882,-157.81189,173.46832,71.531,90.33019,40.391632,27.560432,10.395606,12.731287,15.296997,21.152758,7.715313,18.278051,15.377385,-393.70667,-21.614899,-25.964586,1.5254854,-9.691928,-36.982677,-39.761204,-37.96446,-25.664898,-17.031536,-22.114086,-8.314931,-13.451014,-245.5469,100.65229,27.378067,30.826553,20.262157,7.461939,-12.083458,-8.533975,0.35302657,3.7713027,-5.546044,4.8538113,2.0356538,1.4491983460050686,0.8606118983042255,2.410347646447492
0,1409.1815,3999.6667,145.3631,0.0279504021602611,0.0977951741403923,0.0192868445740948,0.1023982379666011,1678.4637359871929,95.703125,-101.32540379436593,69,281,51,36.91972789115646,59.08185941043084,-109.22953,186.94896,52.37322,92.79655,24.873384,48.69985,15.567712,14.578155,6.369165,4.860826,7.7413716,4.695153,12.447122,-486.3383,26.274137,-58.99525,-6.073582,-48.070526,-37.452633,-45.88383,-40.964466,-39.25235,-32.771675,-23.78205,-23.770771,-20.276987,-310.37805,100.75815,6.215201,24.883461,2.6844974,4.4950047,-8.955541,-3.537165,-12.112416,-10.162322,-6.214116,-8.284863,-1.3915775,0.7239162331599306,0.624891096176948,1.167871165338072
0,1239.2799,3995.9133,145.4417,0.0257198491452526,0.0926260098643891,0.0096211532635758,0.0941191652045014,2068.382240458911,117.45383523,-89.40636343379275,69,281,22,19.22612244897959,23.97138321995465,-200.32202,157.91219,69.95241,78.39194,54.961502,17.58704,11.965121,22.379726,7.4853454,8.01305,11.12696,9.812119,8.512487,-421.14792,0.27071062,-15.404693,0.31507653,5.770577,-35.958622,-32.441032,-18.917982,-38.052742,-27.997168,-15.120772,-16.927692,-16.080048,-285.7196,100.94676,29.006716,36.24974,36.710648,-5.8467007,-6.3223453,5.59596,-8.320248,-5.755721,-0.94939065,-3.3349237,-3.1211333,0.8739146567717996,0.8020447661516282,2.878432144147689
1,1562.6927,3999.543,145.69923,0.0386068455247321,0.1659088083292327,0.0033894709541509,0.09466306908084,2126.7565868707206,107.66601562,-102.8664814510251,69,281,10,19.702630385487527,20.16702947845805,-119.943306,171.40385,9.2560625,59.124832,24.850859,46.9152,24.798437,23.665035,17.665712,20.0322,12.923891,17.07532,13.49427,-414.51288,20.370594,-67.351425,-11.686356,-46.219105,-4.620936,-20.177608,-8.98298,-12.079756,-13.198108,-21.965067,-12.939049,-10.3653965,-211.70074,87.789764,-28.962337,21.125639,0.49350256,20.626728,7.263544,8.186501,6.845585,6.176087,0.81554544,4.07713,2.8930335,1.9702630385487527,0.976972360085724,3.421426049567894
1,831.72107,3998.1016,145.37355,0.0187478047340484,0.1360672318957635,0.0059425806022929,0.0800097131686436,1514.9682142168683,86.1328125,-126.75097889020502,69,281,54,27.16734693877551,51.86707482993197,-191.80363,204.25104,57.55204,64.58944,36.385452,44.64489,21.380945,15.851696,6.8785324,6.0585318,11.33039,12.673637,5.75741,-495.95316,19.716185,-45.070503,-19.78156,-36.346996,-24.561563,-26.91009,-21.48075,-30.559664,-32.420513,-20.854742,-14.442534,-20.083195,-381.13416,70.10997,21.633797,18.308989,11.827583,8.849064,5.8674417,4.355478,-3.0353193,-3.9347262,1.12086,1.3935733,-0.40363628,0.5030990173847316,0.5237879141604782,1.3303237212864911
1,743.32965,3916.6533,145.86739,0.0425674446077173,0.2166916564154048,0.0061892054699085,0.0433170094209558,1203.367487876451,92.28515625,-33.92195535156645,0,0,1,2.786394557823129,3.13469387755102,-133.87708,177.66995,14.747833,35.645794,32.130165,19.004948,4.6834064,10.281023,0.0,14.177727,0.0,11.652858,2.7030325,-649.66315,0.0,-40.326714,-7.992141,-22.436718,-16.376772,-21.923376,-18.38803,-47.478676,-14.051342,-46.668327,-19.940277,-24.178032,-206.62993,151.57092,-7.4733,12.386529,-0.06092868,0.0,-7.485329,-3.202445,-27.348038,0.37746513,-23.40854,-3.1564372,-8.317988,2.786394557823129,0.8888888888888888,0.0
0,1298.384,3998.9465,150.36482,0.0295653337554303,0.1510805692936586,0.0004131482400599,0.0742322198275862,3266.4108993472123,184.5703125,1.107570536717823,4,19,1,3.353015873015873,3.353015873015873,-262.09598,100.26824,55.66966,49.553463,25.212831,10.42359,22.194086,27.812313,10.262653,26.068336,27.500235,3.1768394,17.969257,-406.78348,19.052673,-9.208921,0.15763417,-26.246887,-24.07496,-6.9247513,-17.889875,-24.320261,-6.1845775,-0.7638069,-19.735498,-11.888133,-365.33234,50.712074,38.607853,33.011818,12.622147,-0.82562935,11.1691,15.100355,-15.920418,9.359261,18.149014,-7.2350044,7.466814,3.353015873015873,1.0,1.1929558795682635
0,1485.7017,3998.722,145.42342,0.027122683093517,0.1315746664352076,0.0061613073793412,0.1741209215167548,2915.9497648094875,129.19921875,-94.3078758510702,69,281,18,20.99083900226757,26.32421768707483,-118.700424,129.50838,30.710917,63.48926,15.207614,18.905043,0.0,5.3654914,2.0214338,15.254416,-5.5420365,3.1875508,1.0147588,-349.87274,-6.5502157,-52.185658,-25.983505,-35.04612,-41.041275,-44.948483,-37.440678,-37.560112,-20.658276,-36.13265,-19.402914,-21.077173,-224.13075,73.26797,-2.6494772,12.251505,-2.216074,-3.1657836,-19.911705,-13.694916,-15.175991,-2.7419224,-21.17294,-6.5894604,-9.268293,1.1661577223481985,0.7973964982280957,2.6211605153941173
0,1720.5541,3999.7808,145.658,0.0199549167114282,0.0976225206400505,0.0042773812008932,0.1229699205743618,1935.734137110732,143.5546875,-102.07214558020138,69,281,25,16.393287981859412,20.90204081632653,-175.13849,194.09802,17.61345,101.53909,29.83567,40.747944,10.431641,7.3433433,17.73334,20.029488,22.876888,15.737503,26.921318,-529.12305,6.730519,-94.56822,-7.405099,-52.0744,-41.472862,-50.480537,-44.419724,-23.008728,-23.746656,-12.020192,-25.67784,-10.735783,-290.0769,118.21272,-39.964035,32.91294,-12.8250065,-2.733365,-19.852785,-17.33959,0.25985005,0.7391897,5.1383247,-8.21388,5.70132,0.6557315192743765,0.7842912625572264,3.301113063854716
1,603.6319,3895.7278,145.41182,0.0361721714352517,0.1867648800832268,0.0080927342784648,0.0462774232376453,1324.3986379241005,135.99917763,-22.70273185371162,12,44,1,7.616145124716553,7.964444444444444,-121.27842,167.85321,29.169237,38.68893,16.813414,29.034008,0.0,14.339356,0.8804499,19.075333,0.0,7.588294,3.831989,-263.475,81.281845,-36.382652,-0.40956697,-27.0974,-7.755417,-35.855984,-16.107286,-32.81528,-10.186974,-30.045612,-9.842217,-19.051134,-213.02356,146.20775,5.461465,21.021666,-7.197324,16.315907,-14.634562,3.376315,-19.33134,8.475215,-13.303879,-2.3374302,-4.7392983,7.616145124716553,0.956268221574344,1.5066964285714286
1,918.7067,3998.475,145.36661,0.0224237056396797,0.1162572282262686,0.0037146931462003,0.1169168454061685,1672.9751425466056,123.046875,-112.62630023329696,69,281,46,19.34222222222222,26.717142857142857,-236.11078,221.41223,69.8696,50.19039,34.028366,38.376717,13.671057,39.87283,18.2805,25.893543,9.034927,6.3040867,18.922028,-561.1332,19.087627,-27.73996,-45.018482,-53.95513,-21.645643,-55.322193,-11.060915,-26.242512,-16.094305,-30.011799,-24.896938,-10.589414,-371.78918,143.09952,26.277584,8.418638,0.5687921,6.6408577,-22.965782,12.2243595,-3.7526655,4.388111,-11.282397,-10.009286,3.8736258,0.4204830917874395,0.7239629748452333,2.5826114854026305
1,949.5806,3907.821,145.72868,0.0280908913980784,0.1673237365635009,0.0003570827710277,0.0574496749543795,1371.0468885394312,99.38401442,-128.23314130704173,0,0,1,2.507755102040816,3.1579138321995464,-280.10757,196.4682,13.1424465,26.570492,36.835854,11.427159,5.070985,3.6845794,0.0,6.7763147,1.9314674,11.6481,10.641155,-762.57495,0.0,-41.87585,-16.950087,-9.4188385,-21.493053,-23.50195,-27.36715,-22.607439,-10.635668,-24.972614,-9.532255,-8.9035015,-366.5523,151.45477,-6.5512686,7.47034,9.511469,-0.45715952,-4.632349,-9.813797,-10.141142,-1.6990236,-8.940917,0.0,-0.52050614,2.507755102040816,0.7941176470588235,0.0
0,1152.361,3994.131,147.28722,0.0110321288464718,0.0624258225653628,0.0079333462860514,0.0526398689516129,1921.286648277887,95.703125,0.8863046879471397,4,14,1,1.4093877551020408,1.432607709750567,-190.56471,165.05605,29.53561,106.305595,44.450146,17.482029,39.015057,0.82925403,28.354004,5.660689,6.5254426,23.617762,-0.31856495,-390.5255,24.923527,-64.94122,12.109626,-34.861187,-83.04703,7.9672837,-49.672466,-13.603908,-23.942497,-19.825598,-6.417659,-22.44986,-262.4314,82.34716,-5.6803265,68.810394,-2.6718044,-31.095316,26.244,-31.053652,8.84552,-8.085768,-5.506693,8.086035,-11.508833,1.4093877551020408,0.9837918262686378,2.7921111779416883
1,1591.1434,3999.6538,145.41518,0.0135982573927042,0.0835508392923871,0.0015310012096451,0.19315185546875,3029.449982620445,123.046875,-115.93713133477674,69,281,50,27.747845804988657,37.14739229024944,-205.14124,154.83778,58.967854,68.32453,37.789825,39.407143,-0.28540686,22.271063,-6.249051,11.070273,14.419402,14.273504,7.575754,-565.14233,-85.44137,-51.20892,-23.284876,-29.323982,-18.882845,-57.774044,-24.45143,-49.66485,-34.244873,-27.1339,-21.023336,-31.778818,-335.81006,65.84862,9.991483,16.498798,5.410718,9.058384,-24.861618,-2.0340452,-25.541376,-10.482435,-9.72895,-2.932951,-9.454837,0.5549569160997732,0.7469661823953118,1.8574655109266267
1,586.74963,3982.9597,156.32469,0.0237082194223889,0.0760119544134444,0.0028880783363854,0.0457682291666666,1548.359142833246,184.5703125,-54.71353681752575,5,19,1,1.3226757369614512,1.3923356009070296,-198.5641,196.80632,81.92567,77.9355,24.159632,42.315903,28.819353,13.898535,18.936237,5.403697,18.039972,13.811965,15.045338,-526.3505,14.855795,-10.425935,-0.20500544,-41.497704,-25.015593,-16.244148,-26.354778,-27.765776,-39.681374,-17.98043,-16.00988,-12.507244,-309.14987,113.76966,30.703228,42.485184,2.0858395,9.04091,7.882836,2.4162276,7.7098284,-14.4943905,1.5055676,0.67676383,-0.43446988,1.3226757369614512,0.9499690563825282,3.5910882381681377
1,656.01,3455.6252,145.4165,0.0225565684151135,0.1393532171322272,0.0018087593999329,0.0544387529481132,2215.507615737444,161.49902344,-95.21954645451652,0,0,1,1.9504761904761905,2.453968253968254,-200.64035,158.46356,63.254135,62.88685,30.91039,17.237196,44.460728,17.337952,7.479623,27.944069,15.111155,34.73348,22.359491,-497.35193,26.282007,-37.75288,2.985607,-25.650883,-15.520468,0.28810304,-24.635927,-25.0804,-2.0915017,-28.726084,-12.281881,-28.29404,-330.63315,103.16753,29.537868,30.979443,0.016858727,0.36790195,29.109026,-1.7709501,-7.3722076,13.182951,0.65266633,0.6916246,5.6042433,1.9504761904761905,0.7948253557567917,0.0
