Id,age,gender,mean_pitch,max_pitch,min_pitch,jitter,shimmer,energy,zcr_mean,spectral_centroid_mean,tempo,hnr,num_words,num_characters,num_pauses,silence_duration,duration,MFCC-1-95,MFCC-2-95,MFCC-3-95,MFCC-4-95,MFCC-5-95,MFCC-6-95,MFCC-7-95,MFCC-8-95,MFCC-9-95,MFCC-10-95,MFCC-11-95,MFCC-12-95,MFCC-13-95,MFCC-1-5,MFCC-2-5,MFCC-3-5,MFCC-4-5,MFCC-5-5,MFCC-6-5,MFCC-7-5,MFCC-8-5,MFCC-9-5,MFCC-10-5,MFCC-11-5,MFCC-12-5,MFCC-13-5,MFCC-1-50,MFCC-2-50,MFCC-3-50,MFCC-4-50,MFCC-5-50,MFCC-6-50,MFCC-7-50,MFCC-8-50,MFCC-9-50,MFCC-10-50,MFCC-11-50,MFCC-12-50,MFCC-13-50,MFDD-1-95,MFDD-2-95,MFDD-3-95,MFDD-4-95,MFDD-5-95,MFDD-6-95,MFDD-7-95,MFDD-8-95,MFDD-9-95,MFDD-10-95,MFDD-11-95,MFDD-12-95,MFDD-13-95,MFDD-1-5,MFDD-2-5,MFDD-3-5,MFDD-4-5,MFDD-5-5,MFDD-6-5,MFDD-7-5,MFDD-8-5,MFDD-9-5,MFDD-10-5,MFDD-11-5,MFDD-12-5,MFDD-13-5,MFDD-1-50,MFDD-2-50,MFDD-3-50,MFDD-4-50,MFDD-5-50,MFDD-6-50,MFDD-7-50,MFDD-8-50,MFDD-9-50,MFDD-10-50,MFDD-11-50,MFDD-12-50,MFDD-13-50,mean_silence,silence_ratio,wps
10,28.0,1,1111.2589,3999.2314,145.74281,0.0215924437193089,0.1021271188123881,0.0059617519037781,0.0805571212597874,1822.9274436836863,123.046875,-84.30408728079898,69,281,13,17.554285714285715,20.744716553287983,-189.04703,181.45735,66.802704,75.26252,43.552864,31.011417,22.386374,21.673052,13.87148,21.116678,11.425939,15.441034,9.688774,-463.80414,3.3609884,-16.98171,1.3001136,-14.624396,-25.041805,-20.98008,-17.596262,-29.466854,-14.259408,-24.674906,-15.996794,-15.41659,-303.1257,109.58299,31.693844,27.466156,19.765121,8.222143,1.3945072,4.7916107,-2.7138956,4.958997,-1.8779233,1.5557799,-0.93784547,23.14516,19.961714,8.493783,7.469795,5.1975965,6.2062936,3.8207173,3.6239712,4.466523,3.3635776,3.7921066,3.0528579,2.1413293,-20.285572,-18.543022,-8.048274,-8.213794,-5.0523686,-6.619802,-4.088946,-4.1127234,-4.2938986,-3.4412313,-3.7641754,-3.450639,-2.2645283,-0.8949824,-0.55678153,-0.13509548,0.2571835,-0.054240495,-0.22217152,-0.09687533,0.11354083,0.013704495,-0.0053643053,-0.052791797,0.015451431,0.076859474,1.3503296703296703,0.8462051370619189,3.3261481217521713
11,20.0,1,1331.6096,3998.814,145.37558,0.0156853915338826,0.1041882113399699,0.0047872529751417,0.1410549558998414,2297.9556488862286,117.45383523,-86.25695812062388,69,281,13,17.99546485260771,21.94439909297052,-165.95464,183.28625,30.439848,44.340622,46.041786,42.616768,4.1956363,1.5796925,1.2133733,4.886223,8.151251,11.8963785,3.0891948,-460.58203,-43.6951,-72.15027,-31.412552,-39.76113,-22.407572,-50.70996,-38.963425,-42.39608,-26.513786,-25.78823,-23.321306,-28.442886,-261.71924,109.299385,-16.201525,4.384676,3.9900851,9.62515,-22.945503,-17.81984,-17.907322,-10.817375,-9.639139,-10.358182,-12.396635,22.523014,26.06038,11.188526,6.3520966,7.091103,7.435024,4.783223,3.4668717,3.8161242,2.757925,3.0699077,3.235671,2.9632125,-20.46268,-23.837421,-10.839864,-5.8707757,-8.120269,-6.5325127,-5.058177,-3.6571426,-3.9109192,-2.7190206,-3.1749477,-3.0929909,-2.8448062,-0.5185885,-0.33248943,-0.30627668,-0.14812642,0.090275794,-0.03635262,0.04698219,0.057629563,0.08135803,0.05053634,0.049524188,-0.08148256,-0.03428826,1.38426652712367,0.8200481943646487,3.1443102956554805
12,32.0,0,1683.1677,3999.7866,145.37051,0.0220877248594145,0.1084095086763988,0.0053801783277857,0.1490093093230694,2183.1706987430566,117.45383523,-103.783291110789,69,281,26,17.925804988662133,23.74312925170068,-179.81657,168.28093,22.748009,83.57953,26.460348,45.122776,4.5187025,14.074999,2.5018709,14.35224,1.4524937,0.90517473,25.381666,-459.183,9.705548,-72.93603,-12.938434,-40.64259,-31.90836,-59.649384,-31.631432,-45.683197,-24.440212,-31.557508,-28.882477,-11.101904,-273.6299,84.331955,-20.446007,28.005848,-0.53946406,6.1441326,-23.798218,-7.530749,-21.099045,-4.454836,-11.477886,-11.850624,6.551692,23.643385,18.66046,9.319719,7.838202,6.3499455,9.426698,5.704893,4.451253,4.402416,3.8961372,3.2264543,2.9187102,3.7925122,-20.98987,-16.494102,-9.244229,-8.485422,-6.3978405,-8.756225,-6.569344,-4.5512447,-4.2919765,-3.485059,-3.1386821,-2.9603503,-3.6821563,-0.38797507,-0.37615502,-0.049865246,0.07986223,-0.007882877,-0.022147091,0.08349501,0.018297402,0.010650507,-0.14747015,0.044247966,-0.023889787,-0.032561366,0.6894540380254667,0.7549891506983284,2.90610387824333
13,20.0,0,1470.7318,3994.0364,147.56389,0.012966213118536,0.0649881783070026,0.0022564403469537,0.0765279134114583,2186.139029569056,92.28515625,-16.998422875407158,4,12,1,1.0933786848072562,1.0933786848072562,-206.99083,131.29431,43.78268,66.78676,28.241573,17.138908,16.033085,15.803611,13.032486,7.4065847,14.246466,16.969841,7.3067927,-374.26404,7.313955,-47.683296,1.1903448,-22.94428,-33.341396,-18.634714,-10.138242,-17.629686,-20.822529,-18.905642,-8.754988,-21.031132,-282.54395,85.57629,2.733848,33.52266,12.880544,-6.6449814,0.8669535,2.8826811,3.3207188,-6.505826,-2.310248,6.259239,-6.9951696,17.415361,11.304267,9.976957,6.8685026,6.5087404,7.298741,3.006644,2.000022,3.1261542,2.7738497,3.9023013,2.076552,2.4477968,-17.610382,-10.289758,-10.722487,-6.4919395,-4.7220345,-6.901469,-4.3699155,-3.4700289,-2.5875616,-1.9343196,-2.8902266,-3.0541606,-3.021435,-0.867394,1.6652043,0.59009135,-0.24425055,-0.8785727,-0.48435107,-0.29744887,0.10282746,0.0012995526,0.79140186,0.7589107,0.06526387,-0.6995565,1.0933786848072562,1.0,3.6583848355385955
14,20.0,1,821.28864,3533.229,150.64523,0.0169530053587486,0.1078442836699352,0.0035887246637628,0.0433054956896551,1833.2825721573647,107.66601562,-60.09118121731378,0,0,1,0.6683446712018141,0.6683446712018141,-161.09465,139.2069,73.29883,97.197525,34.40411,21.273048,5.944669,21.11538,22.523457,8.095582,22.202234,9.01559,-0.0657576,-440.3099,54.571434,-45.800526,15.980287,-9.166294,-27.201153,-34.506344,-28.861927,-12.183488,-20.037357,-17.876768,-11.418356,-22.53037,-307.22644,102.85678,22.05611,39.330406,6.1467733,-0.7173461,-11.435018,-2.0572312,0.52070946,-8.051773,0.90281296,-4.322748,-10.880761,10.767747,8.166689,13.884205,5.4232583,2.2956827,2.3231692,4.3441,3.577494,1.2257577,2.5359032,4.2966003,1.7663196,1.6972996,-25.594782,-5.903122,-6.4117894,-9.539469,-4.686397,-4.9803247,-4.6275606,-3.650204,-4.726441,-2.5024931,-3.1158476,-1.2814302,-2.4906418,1.5387253,1.0918578,-0.17233369,-2.7921972,-1.5281339,-1.3678874,0.85496604,1.6895459,-0.42987928,-1.1870345,0.09353169,0.18096319,0.38510555,0.6683446712018141,1.0,0.0
15,44.0,1,1291.2698,3999.6443,145.42297,0.0355137462250735,0.1604323164553452,0.002757798909399,0.1185826878089689,1966.9968189375447,89.10290948,-108.80944045199342,69,281,1,31.997097505668933,32.86462585034013,-185.45654,176.91573,22.907331,108.87257,4.309515,60.634796,0.34165522,27.85514,5.2845616,20.118134,14.844743,7.202288,15.631744,-336.58627,27.047459,-44.485954,40.34437,-55.441822,-12.329616,-46.993206,-17.180746,-23.43917,-15.901234,-11.259081,-14.934489,-3.476703,-269.95328,128.72925,-1.791777,62.43019,-11.817274,20.73846,-17.402252,3.8702896,-6.32533,0.0,3.3041897,-4.5927553,6.2229195,12.865968,14.458109,6.0954227,5.8446126,5.41393,7.6287813,4.4183846,4.325276,2.40901,3.759084,2.35768,1.8746829,1.6643331,-11.656567,-14.496143,-5.4209366,-5.5749984,-6.4278545,-6.9870944,-5.1036863,-4.6715465,-2.4473338,-3.3645806,-2.2052534,-1.8505809,-1.7831516,-0.058267847,-0.093226045,-0.06467216,-0.0,0.11928558,-0.0,0.05563008,0.08568163,0.0,-0.008869713,-0.0,-0.0,0.013583169,31.997097505668933,0.9736029751678362,2.09952184802633
16,32.0,0,1172.0302,3999.3564,145.37305,0.0216641298266336,0.1080397140119346,0.001804695959979,0.1394698483747357,2719.5969260070506,129.19921875,-120.02461662819242,69,281,10,15.232290249433106,21.945396825396827,-182.83313,155.38225,50.554462,57.62777,34.641872,11.039738,4.582918,9.003074,1.1118273,0.5409833,-1.4518902,7.446236,-0.17637575,-481.0075,-15.648208,-43.656742,-28.116936,-31.060244,-45.339966,-33.162407,-27.432194,-35.820786,-30.926912,-29.596283,-21.328407,-22.5848,-306.31735,75.62244,11.432404,11.547556,7.0752983,-4.9623857,-12.700062,-6.046171,-10.863487,-11.237702,-12.495009,-7.470251,-10.535177,27.508404,18.140167,9.224812,7.5898557,5.5119815,5.6749525,3.8028607,3.131657,3.522384,2.9036443,2.6078596,2.6106706,2.0867982,-21.107473,-17.580076,-9.422348,-8.518148,-5.9612465,-6.0712004,-3.83026,-3.2960563,-3.7528138,-2.9507525,-2.359943,-2.6550767,-1.966527,-0.5110598,-0.21573937,0.056091685,0.168065,0.024626248,0.057556152,-0.019323353,0.008480859,0.027046284,0.04592755,0.0052902065,0.0017748554,-0.018436797,1.5232290249433107,0.6940995585828359,3.1441673417428535
17,19.0,1,1659.2017,3982.6162,146.94263,0.0175578737739974,0.2386370988316345,0.0001156301169289,0.1035991467927631,3576.4101086873447,80.74951172,-15.770098874000617,3,12,1,1.7635374149659864,1.7635374149659864,-294.4977,106.12895,63.7938,59.041313,37.261017,31.031311,38.043236,15.6206875,13.127445,33.810444,4.763045,11.018438,36.33994,-424.4511,-29.688833,21.718567,6.4569874,-20.184208,-20.408262,8.827541,-9.720993,-32.806446,5.7820425,-18.163792,-12.898173,4.634108,-355.92004,55.32905,47.30847,40.994064,12.795942,-1.0692984,19.931398,2.6941452,-19.074932,18.573547,-5.4416213,-2.6575284,23.596441,15.7038555,13.8467245,5.833376,5.6000347,6.349885,3.555892,1.8867668,1.8385642,4.3999767,2.2331884,1.9534965,2.1891694,3.5394213,-13.187795,-13.187841,-4.7449203,-5.0085,-4.74104,-5.4048443,-3.0626812,-3.16753,-6.8024187,-2.6382046,-2.1791368,-2.938466,-2.4214256,-0.1702863,0.35674867,0.21238944,0.07764352,-0.10593364,0.015749872,-0.14002018,0.2857877,0.19441955,-0.13010287,-0.05632388,-0.1434942,-0.047807056,1.7635374149659864,1.0,1.7011263693874403
18,22.0,0,1695.0831,3999.4983,145.42874,0.0255015906609085,0.1634446095921183,0.0022345246714666,0.1262749565972222,2530.73608451984,129.19921875,-92.59384030392374,69,281,1,25.899092970521544,25.899092970521544,-162.23846,159.13489,44.868237,102.89127,23.530281,51.34734,27.473389,28.346546,26.599396,24.597786,10.894829,27.516539,14.050045,-446.5093,-70.04343,-53.045242,-0.27234927,-40.527,-18.362907,-23.607655,-16.367695,-9.989847,-16.732302,-16.888247,-4.6327324,-16.593887,-263.699,82.86412,5.7635126,38.794476,1.0402188,18.0742,4.259862,8.965487,8.849367,8.983439,-2.7341735,10.6165285,-0.7664422,22.947018,26.476042,9.874012,8.098009,6.018064,7.994718,4.41669,4.0189214,3.3902144,4.3567586,2.8275359,2.6758177,2.6591427,-21.595535,-25.152285,-10.413355,-9.038395,-6.3265367,-7.159157,-4.802225,-4.4276233,-3.425735,-4.216765,-2.6711698,-2.6330137,-2.5236435,-0.3471273,-0.40133038,0.12256734,0.4420486,-0.03484268,-0.21263048,0.10323469,0.1647457,0.03215885,-0.06764203,-0.04250159,0.0076007526,-0.007005044,25.899092970521544,1.0,2.6641859650658843
19,19.0,0,680.2029,3241.5488,149.73259,0.0183878929125222,0.106508351976209,0.002761397005551,0.0510406494140625,1971.77378865396,151.99908088,-31.717309213316582,1,6,1,2.2141043083900227,2.2141043083900227,-179.52107,130.81674,60.6487,53.821106,22.51255,11.645721,22.88633,23.745384,2.8907688,20.361023,24.559845,4.5512643,16.215706,-417.4651,36.927402,-33.525993,-18.177752,-35.276257,-36.648926,-20.865902,-28.78415,-33.659763,-18.074797,-7.533003,-16.727617,-15.245946,-320.6563,96.0267,37.950092,22.292244,-0.7803845,-11.536932,7.865531,9.292951,-16.695919,-2.8295355,5.7568874,-6.240799,0.80793923,34.004574,14.039517,9.566998,4.9033313,5.3773913,3.944097,2.7956135,4.8525677,3.4372306,4.205639,2.4583688,2.3692663,2.4599814,-19.465288,-5.801465,-10.453193,-8.324949,-6.570514,-4.155757,-4.392536,-4.293415,-3.8528147,-3.8313317,-3.1784651,-1.9290345,-5.68726,0.34609273,0.03872496,-0.031643108,0.51212955,-0.27481878,0.1326538,0.009576233,-0.13352305,0.44344276,0.062234323,0.15439333,-0.16454196,0.18092772,2.2141043083900227,1.0,0.4516499047541017
