Id,gender,mean_pitch,max_pitch,min_pitch,jitter,shimmer,energy,zcr_mean,spectral_centroid_mean,tempo,hnr,num_words,num_characters,num_pauses,silence_duration,duration,spectral_bandwidth,spectral_rolloff,MFCC-1-95,MFCC-2-95,MFCC-3-95,MFCC-4-95,MFCC-5-95,MFCC-6-95,MFCC-7-95,MFCC-8-95,MFCC-9-95,MFCC-10-95,MFCC-11-95,MFCC-12-95,MFCC-13-95,MFCC-1-5,MFCC-2-5,MFCC-3-5,MFCC-4-5,MFCC-5-5,MFCC-6-5,MFCC-7-5,MFCC-8-5,MFCC-9-5,MFCC-10-5,MFCC-11-5,MFCC-12-5,MFCC-13-5,MFCC-1-50,MFCC-2-50,MFCC-3-50,MFCC-4-50,MFCC-5-50,MFCC-6-50,MFCC-7-50,MFCC-8-50,MFCC-9-50,MFCC-10-50,MFCC-11-50,MFCC-12-50,MFCC-13-50,MFCCD-1-95,MFCCD-2-95,MFCCD-3-95,MFCCD-4-95,MFCCD-5-95,MFCCD-6-95,MFCCD-7-95,MFCCD-8-95,MFCCD-9-95,MFCCD-10-95,MFCCD-11-95,MFCCD-12-95,MFCCD-13-95,MFCCD-1-5,MFCCD-2-5,MFCCD-3-5,MFCCD-4-5,MFCCD-5-5,MFCCD-6-5,MFCCD-7-5,MFCCD-8-5,MFCCD-9-5,MFCCD-10-5,MFCCD-11-5,MFCCD-12-5,MFCCD-13-5,MFCCD-1-50,MFCCD-2-50,MFCCD-3-50,MFCCD-4-50,MFCCD-5-50,MFCCD-6-50,MFCCD-7-50,MFCCD-8-50,MFCCD-9-50,MFCCD-10-50,MFCCD-11-50,MFCCD-12-50,MFCCD-13-50,MFCCDD-1-95,MFCCDD-2-95,MFCCDD-3-95,MFCCDD-4-95,MFCCDD-5-95,MFCCDD-6-95,MFCCDD-7-95,MFCCDD-8-95,MFCCDD-9-95,MFCCDD-10-95,MFCCDD-11-95,MFCCDD-12-95,MFCCDD-13-95,MFCCDD-1-5,MFCCDD-2-5,MFCCDD-3-5,MFCCDD-4-5,MFCCDD-5-5,MFCCDD-6-5,MFCCDD-7-5,MFCCDD-8-5,MFCCDD-9-5,MFCCDD-10-5,MFCCDD-11-5,MFCCDD-12-5,MFCCDD-13-5,MFCCDD-1-50,MFCCDD-2-50,MFCCDD-3-50,MFCCDD-4-50,MFCCDD-5-50,MFCCDD-6-50,MFCCDD-7-50,MFCCDD-8-50,MFCCDD-9-50,MFCCDD-10-50,MFCCDD-11-50,MFCCDD-12-50,MFCCDD-13-50,mean_silence,silence_ratio,wps
186,0,1289.5345,3966.1716,161.18832,0.0175411451788553,0.0692401435645975,0.001366009347651,0.0894401041666666,2575.945840693825,123.046875,-29.17791413879121,6,18,1,1.7308843537414966,1.7308541666666666,[4613.99754316],[8400.40260736],-275.88217,153.18846,35.29952,78.86757,54.5149,49.427612,-5.016237,32.236267,12.144806,31.470566,13.985912,9.681335,15.464732,-490.52692,12.695471,-50.227573,15.690009,-32.742317,-6.829076,-59.02357,-3.059732,-23.51994,-12.302237,-17.174524,-17.192554,-26.448374,-346.89886,115.7357,2.8260229,42.09288,19.833244,23.622725,-27.024601,12.065931,-4.5724125,6.6495533,0.40622365,-3.1638675,-9.928612,23.123514,15.051084,8.548226,5.630306,8.148643,4.121152,5.937131,2.4203265,2.7895083,4.504801,2.6636016,2.6378646,3.767416,-14.90197,-12.235667,-10.013918,-4.5183377,-6.8929796,-3.8282454,-5.81449,-3.9916813,-3.284734,-4.120688,-2.3329864,-2.4559977,-5.3488955,-2.3675506,-0.5550087,0.29786485,-0.45059177,-0.6912267,-0.22388983,0.38736448,0.15591884,-0.07883451,-0.19786097,-0.089091204,-0.06413414,0.35665745,10.689202,7.341025,3.8366654,3.06149,2.9277756,1.6471319,2.4854739,1.782479,2.1138673,1.7438489,1.4250094,1.062442,1.9148384,-11.325312,-6.1249886,-4.5221024,-2.253852,-2.5796483,-1.8095764,-2.6745253,-1.7067806,-1.7581552,-1.648164,-1.2685472,-1.1875196,-2.2142575,0.039356712,0.050852574,0.39168763,-0.16999957,-0.024307258,0.050991062,0.22591959,-0.022359308,-0.20624027,-0.10670959,-0.009849277,0.0062595494,-0.016601818,1.7308843537414966,1.0000174405651334,3.466496551558118
187,1,1084.8175,3921.8916,146.19258,0.0119044826274384,0.0843319260445452,0.0260928409197296,0.0803780691964285,2084.392009237144,117.45383523,-30.506325635962234,4,15,1,1.486077097505669,1.6121875,[3892.92186298],[6362.20189145],-131.73383,192.55269,24.087584,78.91599,31.53923,34.98378,2.6176982,22.125708,13.826048,21.008533,14.932096,13.616331,12.205501,-376.13052,51.944935,-57.063847,-12.887812,-18.07996,-2.0312796,-46.461998,-12.671465,-18.068285,-32.29844,-17.596718,-14.735324,-25.14605,-230.47464,145.3335,-4.7755575,18.512493,6.553311,16.663086,-16.022247,6.621442,-2.7363052,-0.0712454,-2.6809354,1.4088889,-2.554226,23.532509,13.695747,6.970494,5.3445597,5.0533857,2.9992974,3.7494195,3.113205,2.3898396,4.243937,2.6915233,2.0776293,3.1522846,-18.226877,-13.449782,-8.416975,-5.506701,-6.283821,-3.3584952,-3.8774407,-3.028271,-2.6817548,-3.6916304,-3.2068543,-2.5056262,-4.0151577,-2.2167904,-0.4401207,0.16199476,0.080767766,0.4815356,0.29381034,-0.038583085,-0.20306075,0.09807101,-0.2164529,0.10942193,-0.028545856,0.13610417,9.872795,5.73984,4.435845,2.5434413,2.731459,1.4633125,1.7376881,1.6025032,1.281899,2.0123694,1.4543539,1.247269,1.5908931,-7.1089506,-5.9313354,-4.6201954,-2.7165782,-2.8774886,-1.6091864,-1.801332,-1.5306007,-1.2305318,-1.9181285,-1.871574,-1.1957486,-1.3758237,-0.332391,-0.39583778,0.16787261,0.13545617,0.13889107,0.0587397,-0.04611009,-0.049724795,0.049333856,0.008589741,0.19230148,-0.174021,-0.086628966,1.486077097505669,0.921776838925788,2.481100988563675
188,0,989.2047,3996.8923,148.98305,0.018050434022061,0.0736100589817895,0.0002242266567363,0.0670599168346774,1815.6572884194893,151.99908088,-36.67509603554669,4,17,1,1.4223582766439908,1.4223333333333332,[3118.34247802],[4028.45149254],-401.3759,190.73961,45.818066,83.07869,43.960777,49.998135,13.034604,33.03039,18.989113,15.3039465,24.745817,12.111716,14.684188,-654.7247,46.16552,-61.249214,1.6089028,-43.91906,-12.881608,-38.65414,-11.205652,-29.22343,-19.674374,-8.964276,-27.05774,-11.308914,-482.24612,144.18341,-8.592045,40.20229,10.286812,10.594596,-10.838,11.22949,-0.37696272,-2.2214954,5.189666,-3.4651356,-2.0254235,17.291538,14.416101,8.680581,7.017848,7.3935413,3.2843406,4.582573,4.668334,3.77539,3.154662,2.8082345,2.68625,2.601084,-31.423494,-18.627262,-8.599085,-6.9637117,-7.304953,-4.876923,-6.8992796,-4.728704,-3.2414627,-3.773399,-2.8056653,-3.068338,-2.5437667,1.7277489,-0.9921866,0.6452182,-0.20064329,-0.65891194,0.18564208,0.52248555,0.13953051,0.040012643,0.01657673,0.25022754,0.27526277,-0.08907843,9.683183,5.230906,4.573308,2.4128313,2.816256,2.3683314,2.445726,2.2165315,1.6989901,2.0132318,1.762852,1.354521,1.3853756,-11.067552,-4.7860537,-5.040308,-2.5534885,-3.1465983,-2.4563584,-2.418118,-2.5081565,-1.6529171,-2.107863,-1.5309904,-1.5298207,-1.2455086,-0.7965207,0.44060326,0.65672344,-0.118267134,-0.00022454094,0.050169863,0.33342963,-0.03344834,0.020062868,0.08449103,-0.053217545,0.09809211,0.085201696,1.4223582766439908,1.0000175368952362,2.812280290602297
189,1,1596.5642,3999.7278,145.369,0.0218526398595225,0.1231915506022378,0.0015213356838361,0.1842473649538867,3255.571614097166,129.19921875,-126.74920463896318,69,281,35,25.49551020408163,35.237528344671205,[4585.39707026],[10379.76990952],-200.58966,173.4449,25.86069,95.41589,24.465458,57.26532,15.89834,28.631475,3.4373546,21.364838,5.248794,22.410574,11.446766,-422.2283,-9.664846,-63.180206,2.3872523,-44.798843,-2.389804,-25.212887,-9.032801,-36.512596,-8.898383,-24.503952,-13.875408,-18.250534,-330.0781,74.02617,-1.2163744,25.503477,-1.4725215,18.619526,-1.3807702,12.340844,-11.0621395,9.573746,-6.560939,7.277381,-3.4363465,21.567156,13.656149,6.882135,6.924577,4.92752,4.6407323,3.2482073,3.0426512,2.8505754,2.4661539,2.3399665,2.8647606,2.3141615,-17.214321,-12.697206,-8.180783,-6.125385,-5.4888563,-3.8814347,-3.5678263,-3.2772856,-3.4663405,-2.7372942,-2.5043826,-2.9559717,-2.3357239,-0.38990453,-0.1744509,0.17158306,-0.169312,0.059097275,-0.06458506,0.027281784,0.006119569,0.10703896,0.0134601435,0.014499251,0.020406783,-0.002852559,9.25332,4.9668317,3.4641223,2.870986,2.3938556,2.073539,1.796716,1.4469607,1.6841842,1.4092048,1.3886656,1.4419283,1.2359489,-8.958804,-4.6104984,-3.3372977,-2.7106745,-2.2896316,-2.0582914,-1.8676072,-1.463086,-1.544148,-1.3342695,-1.3331189,-1.4590088,-1.2387931,0.06342663,-0.00091437134,-0.023243595,0.0,-0.045883026,0.0,0.0,0.0,-0.022061162,-0.010440885,-0.022069145,0.0,0.0,0.7284431486880466,0.7235328753680077,1.9581396097105808
190,0,1255.7211,3997.1995,145.41109,0.025895970536815,0.1353286489036886,0.0040727636781113,0.0941041676943567,1658.2724935707004,129.19921875,-94.6723148706336,69,281,1,28.35156462585034,29.400702947845804,[1760.02408594],[3480.86396288],-260.8063,229.53082,30.592604,69.35938,62.887688,11.669247,28.997046,15.571929,8.94851,19.423386,7.313704,5.408788,11.167811,-422.471,116.77578,-63.161858,-38.876156,-7.3760395,-32.710106,-30.489452,-32.371277,-20.028801,-13.008538,-26.680908,-26.723358,-11.048374,-322.92487,172.58578,-16.544025,17.916075,22.557148,-6.0878353,0.5965754,-4.365792,-4.098456,4.159217,-7.4140525,-7.6480885,-0.31817216,12.719401,8.3016405,6.6148834,6.7672048,5.093344,2.8898513,4.7138186,3.1065028,2.3335078,2.603023,2.3645854,2.6107254,1.7453523,-9.071726,-6.7690787,-8.907993,-7.3554378,-5.1141405,-3.4257555,-4.584959,-3.5490355,-2.3081696,-2.456806,-2.6671247,-2.6909168,-1.8116957,-0.85744834,-0.27627715,0.46429187,0.0,0.0,0.1254084,0.0,0.0,0.0,0.0,0.0061946553,0.0,0.0,5.1469555,3.0003748,3.622844,2.393302,2.1214685,1.5786529,1.9466945,1.7655638,1.3287257,1.3031533,1.3458877,1.2598906,1.0450503,-4.999389,-2.9164224,-3.488327,-2.4737792,-2.2706757,-1.5395155,-1.9957486,-1.7252057,-1.2495552,-1.2739134,-1.3917047,-1.2772659,-1.1160779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.35156462585034,0.9643158762613078,2.3468826620370193
191,1,995.7603,3998.592,145.68788,0.02840413233579,0.1186945904472149,0.0049324296093425,0.0866530673274094,1583.8892030918544,92.28515625,-102.97925297442696,69,281,3,32.69369614512472,33.9495918367347,[1857.30855293],[3411.51457332],-263.77887,240.23116,39.008614,83.90614,62.90572,17.730135,37.623375,8.475647,17.330406,19.082928,2.9669852,12.348235,3.9616125,-435.09088,101.49845,-35.02279,-1.6543943,-0.3406639,-35.15771,-35.790695,-25.280848,-13.604343,-21.813896,-27.223978,-13.656898,-27.506557,-345.2487,158.26556,3.8261676,30.925663,22.89912,-0.7619479,4.871792,-6.524789,1.3979678,3.3693361,-10.090326,-0.44779146,-7.288199,14.498663,13.069357,6.0113134,6.020997,5.151063,3.8407173,5.9882526,2.5297372,2.3160136,3.264834,2.3856754,2.3902547,2.5408618,-12.097274,-10.027967,-6.1572313,-5.726671,-4.8892627,-4.385576,-6.066706,-2.7516758,-2.5256703,-3.4395869,-2.3675792,-2.431016,-2.785185,-0.37184754,-0.34661102,0.0,-0.010503002,0.0,0.0069886786,0.0,0.0,0.0054317503,0.0,0.0,0.0,0.042859748,5.473801,4.12201,2.7880025,2.0488546,2.0621393,1.8379799,2.2209492,1.2879809,1.2926326,1.4413239,1.2307818,1.2813077,1.260483,-5.031416,-4.0203743,-2.769305,-2.3225014,-1.9930319,-1.8141788,-2.203156,-1.3285818,-1.25039,-1.4200733,-1.1872276,-1.2730639,-1.1797831,0.0,0.0,0.0,0.018715044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.897898715041572,0.9630070459271014,2.03242502389497
192,0,1669.5448,3999.6396,145.45624,0.0175078020877049,0.0864222399105717,0.0037921648580773,0.1146161099137931,2264.320989455036,107.66601562,-102.05068015246216,69,281,45,25.031111111111112,33.664263038548754,[4278.70463247],[7693.64269599],-226.18942,142.05913,42.04462,59.668724,29.43372,33.5131,4.1037645,21.625418,-4.3634353,12.81293,0.5535813,6.643143,0.7159288,-479.75473,36.151226,-39.81866,-9.475323,-33.524418,-11.2456875,-36.88474,-14.226047,-42.218586,-19.098013,-41.86484,-18.67049,-29.018166,-344.24442,97.164505,4.153796,19.120459,6.132144,9.132645,-11.347347,0.36429498,-20.045631,-5.0801053,-14.975402,-6.896519,-12.777234,23.81114,8.575113,6.3182683,4.5985093,4.58218,3.8689063,2.9639475,2.8989935,2.9812784,2.5394723,2.8524172,2.1953158,2.2686226,-20.005163,-7.629677,-6.537872,-4.258391,-4.842009,-3.3368583,-3.6092007,-2.8318105,-3.4681842,-2.38048,-3.5507867,-2.100676,-2.5057936,-1.2199807,-0.16060245,0.069703996,-0.08384058,0.08574358,-0.11953974,0.14655228,0.016254902,0.09692052,-0.054210484,0.14128438,-0.04484885,0.011286688,9.24422,3.2828274,3.0377328,2.0249627,2.0610826,1.6616906,1.5716836,1.4272255,1.8405558,1.3585545,1.5846688,1.2190776,1.4216895,-7.879867,-3.2202506,-3.1094732,-2.1186638,-2.0178547,-1.6697785,-1.5744246,-1.4295892,-1.6553245,-1.29544,-1.5141335,-1.223327,-1.3224161,-0.14946604,0.0032113767,0.033296287,0.015697988,0.0076495027,-0.0047214897,0.015672237,0.0015124306,-0.028262291,-0.012628851,-0.03522148,-0.0004305319,-0.010343355,0.5562469135802469,0.7435514356113524,2.0496512851325006
193,1,866.01,3999.1216,146.56615,0.0364683453136091,0.1619990034114685,0.0089867320195043,0.0631506005815266,1967.7600501434213,107.66601562,-59.65419047155371,69,281,2,25.45945578231292,25.691655328798188,[2471.52079117],[4202.10635798],-172.10646,147.13733,81.737625,50.27585,26.045052,46.643692,7.241243,14.042826,23.800959,23.27005,6.990489,13.912876,14.492807,-311.73834,13.270474,6.491458,-7.057366,-9.203743,10.281213,-34.871857,-23.395967,-11.37693,-7.241786,-16.926952,-8.954644,-8.386015,-250.09247,99.470985,37.253357,24.014633,10.71526,26.59029,-9.634373,-2.0510678,6.6384397,10.511978,-3.7768404,2.6696515,4.2401075,13.08,13.020571,7.182791,4.801692,3.7722197,3.4013915,3.998963,3.7168756,3.1822004,2.798759,2.074388,1.9810032,2.0995226,-11.522103,-12.671293,-7.096816,-5.702159,-3.3376632,-3.317614,-4.169895,-3.8817446,-3.2867875,-3.0916488,-2.1184123,-1.8781438,-2.187699,-0.36136425,-0.29746068,0.030633545,0.1775856,0.004571271,-0.097753905,0.09641865,0.026363404,0.0018739104,0.0717734,0.051611997,-0.043716215,0.0300361,8.140618,9.003005,3.8538098,3.1825645,2.349511,2.177261,2.63452,2.7246692,2.1672664,1.9853852,1.4301695,1.3881996,1.488615,-8.431207,-7.1447906,-3.9924133,-2.9683697,-2.093333,-2.2886605,-2.5928879,-2.7063398,-2.1584601,-2.0283782,-1.4272414,-1.4469974,-1.4021196,0.16720396,-0.13836206,0.15775485,-0.07874334,-0.02994364,0.017408,0.02665986,-0.002157143,-0.024265535,-0.010603151,0.014171713,0.01607899,-0.0067369696,12.72972789115646,0.9909620636150683,2.685696936104261
194,1,743.36426,3993.0972,149.98004,0.0277547176887941,0.10155151380633,0.000316681953815,0.0588235294117647,3551.754245605663,123.046875,2.041520138324738,0,0,1,3.544716553287982,3.5446875,[5891.90237659],[14116.27252252],-271.1544,128.32079,41.63009,55.79497,13.585451,33.184715,3.7574224,27.759304,-1.000812,20.676308,2.3884761,18.634705,-0.063474596,-375.45392,21.90688,-19.025509,13.953519,-23.142645,1.0746434,-19.48376,2.9642792,-25.67141,-5.7249355,-19.485392,-2.4912314,-22.775541,-350.27795,52.621574,1.4771317,25.14889,-9.966972,14.979375,-9.148061,16.919567,-11.005747,9.151551,-6.00801,10.253336,-8.70843,10.961232,10.015961,4.8893514,3.5771892,4.0630665,3.0774996,1.7473983,1.8857993,2.2647874,2.1316643,1.432757,2.0484722,2.1474822,-9.119023,-8.828326,-3.5904706,-3.282881,-3.873782,-3.565091,-1.9358681,-1.9546145,-1.948035,-1.8510239,-1.2892518,-1.8584096,-2.0900588,-0.28193614,-0.47151387,-0.08412263,-0.16079344,-0.1072035,0.00042015713,0.027021099,0.055986263,0.09172993,0.028771877,0.055113558,0.0038403035,-0.061921604,4.4906554,4.4975495,2.1916199,1.8980442,2.0420535,1.8399947,1.3245223,1.239363,1.0740494,1.1497356,0.8042205,1.0290596,1.0515884,-4.9849863,-4.337167,-2.252526,-1.9034939,-1.7913119,-1.9135885,-1.2070704,-1.1054038,-1.1953293,-1.4292452,-0.8437722,-0.9332163,-1.0894556,-0.013266361,0.014843565,0.046997726,-0.025979072,0.010982547,-0.03378734,-0.009890154,-0.021689296,-0.020107133,0.01375973,0.0060037966,-0.01643586,0.00043485692,3.544716553287982,1.0000081962903589,0.0
195,0,1103.619,3989.2778,146.61703,0.0136748551576309,0.0561024022368622,0.0037854609658151,0.0685432731331168,1976.7804502387585,135.99917763,-19.721291309979183,7,19,1,1.752063492063492,1.77525,[3657.81912778],[5746.11714072],-212.5787,187.74394,49.466694,99.91776,38.470806,46.099976,12.374896,37.3039,3.6474013,19.526804,31.155472,19.969666,2.0963547,-465.57455,12.7457075,-92.4814,-10.45988,-24.878382,-18.139042,-45.703865,-15.296347,-26.819452,-29.685648,-5.964527,-18.433674,-31.235996,-299.35797,152.97054,-9.920222,30.53627,9.936226,15.34966,-16.342918,10.944776,-13.457906,-13.808699,5.783691,0.97977346,-17.886919,27.55952,20.881847,9.18931,7.0329156,5.03122,4.9528084,4.5412555,4.5791125,3.097419,4.6496344,2.4344082,3.480081,3.0682888,-17.740278,-9.965175,-9.620268,-9.408342,-6.6054654,-3.954625,-4.6383643,-3.5856395,-3.141433,-4.33832,-2.312756,-3.109014,-3.131818,-0.18678385,-0.75564015,-0.074744225,0.13611044,-0.0096915085,0.21748438,0.31152532,-0.2508868,-0.0617696,-0.3615934,0.14342532,-0.01587238,0.18358952,8.557551,5.92893,3.3450823,4.411047,2.572175,1.8911501,1.992224,1.6600835,1.5067048,2.101667,1.0934714,2.0952616,1.6230028,-6.643098,-6.015045,-4.0485168,-3.91939,-2.5648196,-1.812701,-2.0393972,-1.5812802,-1.2937926,-1.8733867,-1.1673995,-1.7343447,-1.2440962,0.0023508444,0.19105893,0.15950015,-0.20422544,-0.25340003,0.029516947,0.03217375,-0.051304977,0.134428,0.080309875,0.038858894,-0.07305748,-0.077919915,1.752063492063492,0.9869390182022206,3.943106604703563
196,0,1040.352,3909.4983,151.32648,0.0114724280862425,0.0988976397638218,0.0006166578815362,0.0596857244318181,2295.412102279196,112.34714674,6.738077779439853,0,0,1,2.538004535147392,2.538,[5392.89352268],[10377.98713235],-285.77994,135.15851,47.928806,64.648315,38.671627,26.787785,3.4108071,39.050392,11.1173115,23.46226,-3.9708562,23.46204,9.710153,-427.77335,55.59891,-45.35152,-4.161733,-27.703026,-16.862957,-33.583958,11.215852,-19.873213,-5.3858366,-25.038612,-4.884425,-16.675869,-367.98605,100.98442,24.412994,41.05707,3.1378024,11.714838,-13.1665325,22.040049,-4.1653748,6.962817,-14.148667,9.793835,-3.6511974,12.320825,8.078473,8.428892,6.4329867,4.165916,4.3667274,2.7406127,2.50661,2.5886056,2.3340526,1.7773349,2.4571602,1.985477,-13.311783,-6.840837,-5.730299,-5.2718635,-5.483562,-4.3022904,-2.7179253,-2.7158613,-2.3975165,-2.446376,-2.0958202,-2.5639124,-2.2858286,-0.349365,-0.30530262,-0.65529865,-0.024077581,0.34051722,-0.028304227,0.090211175,0.019910002,-0.041661143,0.024647597,0.0870097,-0.081613064,0.036787733,5.7736764,3.9260972,2.5392637,2.295128,2.5780952,1.9512511,1.3487504,1.3761936,1.2558595,1.2320946,1.1401576,1.3697774,1.1342908,-5.814959,-4.0823593,-2.5728455,-2.1699755,-2.4002259,-1.9809926,-1.3297945,-1.337524,-1.2185894,-1.5474517,-1.1269882,-1.4656149,-1.2559098,-0.17827943,0.09550016,0.00881797,-0.06352814,-0.19314398,0.021338936,-0.038977616,-0.10457462,-0.01256109,-0.0066229114,-0.029553434,-0.045721706,0.017608277,2.538004535147392,1.0000017868981057,0.0
197,1,597.72345,3615.9556,146.3813,0.0217691282768654,0.1111939145704009,0.0109260895166297,0.0642195991847826,1701.957163463072,129.19921875,-73.45230140549515,4,15,2,1.3645804988662131,1.59675,[3775.66925898],[5611.09375],-222.24562,219.6737,66.48191,102.34846,38.423637,57.14937,16.680624,27.73362,17.137245,22.944532,18.15642,23.093397,15.709724,-518.2819,15.604667,-0.38095543,-9.018632,-28.93728,-8.786041,-23.916746,-17.109398,-13.367538,-13.005451,-21.45413,-12.638676,-15.7732315,-328.34088,164.09396,24.647469,32.79183,17.144241,17.842247,-4.784415,10.483841,1.6064107,7.138769,2.2503595,2.152804,1.3207546,36.409866,21.168848,7.4214644,7.3049664,5.5450687,3.3722222,2.290183,4.017682,2.2888906,2.3320458,3.7753692,2.2135715,2.7939577,-21.295156,-20.273666,-5.775835,-6.8227673,-4.543828,-3.9423838,-3.4180195,-4.5969977,-2.6882439,-2.4361794,-4.106678,-2.4866896,-3.2780027,-0.8928981,-0.47265497,-0.19729796,-0.45730323,-0.06510869,-0.039358884,0.18640107,0.21278733,0.056355067,0.45967355,0.1904949,-0.11555283,-0.14941601,11.453076,6.9355726,3.6606965,3.623451,2.9211032,1.3873367,1.6072271,1.6294314,1.6699569,1.351959,1.7379107,1.5336839,1.5380061,-10.671954,-7.1612744,-3.6133857,-3.1749513,-2.6697528,-1.6857234,-1.6636719,-1.6902502,-1.6443858,-1.2103374,-1.4684322,-1.2986712,-1.2626418,0.054515757,-0.1442467,0.105284244,-0.14715105,-0.13540968,-0.039219093,-0.032426238,-0.19672759,-0.06984683,-0.011647791,-0.15216315,-0.096556276,-0.07677662,0.6822902494331066,0.8545987154321047,2.505088460936277
198,1,563.1171,2141.1968,148.00847,0.0222787528953007,0.0914885306623889,0.0124073414444234,0.0416329920977011,1508.5083092577677,172.265625,-54.73161770777847,5,21,2,1.880816326530612,2.0085208333333333,[3823.96292553],[5723.33829365],-212.4466,228.56061,55.049236,90.42915,45.801765,29.642887,11.395718,26.558186,34.30623,18.90566,13.765796,12.345013,19.733404,-474.11835,33.995655,-2.314542,-10.519142,-18.760242,-17.196419,-33.236435,-10.884773,-18.954563,-24.049696,-18.910221,-19.436811,-18.305592,-311.58566,157.48596,29.487423,25.07306,19.264313,12.711743,-4.0450916,9.057327,8.194235,1.8451953,-5.1165752,1.4474934,2.4676754,18.777206,20.904657,5.148877,7.712766,5.067166,3.1204388,3.688489,3.219487,2.679988,3.8869362,2.9026935,3.6657784,3.219298,-17.137325,-13.47282,-5.835265,-6.0717034,-4.7242804,-4.18255,-4.4559755,-3.3458443,-4.06275,-3.0713413,-2.5265236,-3.543535,-2.9423764,-1.8959106,-1.4406749,0.22296146,0.09825047,-0.034425735,0.30997908,0.45081097,0.3286119,0.40560424,-0.026614062,-0.12920621,-0.1289874,-0.0016227056,6.536768,7.104032,3.2271407,2.531456,2.4978094,1.738802,1.9259639,1.4083226,1.4615228,1.5781919,1.5327257,1.421204,1.4781553,-6.91978,-5.709484,-3.8010883,-3.0058408,-2.2150369,-1.684186,-1.9073368,-1.5482707,-1.4722352,-1.3617172,-1.5497229,-1.5950615,-1.3333716,0.21342672,-0.19268207,0.13088469,0.047213197,0.018111026,0.13405253,-0.029418066,0.091639616,-0.009275971,0.054449994,0.03418395,-0.012820175,0.054973193,0.940408163265306,0.9364186297282346,2.489394143700277
199,1,888.80707,3810.0935,145.74413,0.0163133710232178,0.0812963873566518,0.0057433965883309,0.0485504748774509,1496.9268909652264,92.28515625,-18.204582228024428,0,0,1,1.1564625850340136,1.1796666666666666,[4117.80141627],[5370.77702703],-264.13776,213.68459,65.44331,60.95514,98.283966,48.81961,10.835051,36.73423,-0.7897786,10.171535,23.314907,16.235344,-5.8755627,-444.5739,67.93411,-39.387096,-1.8136578,11.575613,-5.0228987,-33.376553,-0.42235723,-30.116224,-26.534336,-7.441415,-11.086647,-46.657406,-334.60254,163.23839,12.146417,36.41864,37.567818,20.993542,-17.436523,18.355677,-10.219603,-7.7887793,9.663518,-0.22569108,-29.457514,10.498569,12.399743,7.2158413,7.492751,7.486685,4.7800198,4.239576,2.859521,2.93678,3.2048342,2.7595701,1.8855441,3.8865385,-10.224924,-11.240923,-6.9909782,-7.405073,-8.786661,-5.8959017,-4.6177597,-2.7673917,-3.2278504,-2.461706,-3.2719214,-1.4581592,-3.9873354,-0.25578612,-0.32343265,0.5087439,0.3005061,0.4045817,0.14794204,0.36968338,0.16580391,0.08629552,-0.37366214,0.23486267,-0.11002833,-0.29931322,3.7121124,6.975478,4.7021723,2.7558327,2.500303,2.3874083,1.8754041,1.5392492,2.194703,1.5928758,1.8165331,1.2501774,1.3924055,-4.8560925,-5.7557287,-4.243151,-2.767648,-2.357428,-2.2200267,-2.257433,-1.8426615,-1.5672078,-1.5172532,-1.778532,-1.3310461,-1.7540119,-0.5142924,-0.29548022,-0.1722188,-0.36032844,-0.21220547,-0.05241016,0.09654068,-0.092579804,-0.12529895,-0.07608614,0.08328445,-0.00036244938,0.111610845,1.1564625850340136,0.9803299675337781,0.0
200,1,778.8033,2804.8225,147.7119,0.0166748324927315,0.0781037783760435,0.0016344481801452,0.0361692513992537,1437.4758576098366,58.72691761,-54.2671694076495,0,0,1,1.5160090702947846,1.5392083333333333,[4424.94157677],[6062.06896552],-307.08035,194.02272,70.29888,64.03588,46.914078,46.209408,14.763345,33.645702,19.113289,28.417196,13.274094,27.470495,16.902428,-527.97754,23.609406,-4.4387937,-7.727826,-14.092281,11.966425,-24.025806,-8.453504,-22.870672,-14.678935,-20.894962,-6.2144194,-16.057373,-369.45016,150.1033,32.223026,27.49342,14.182638,29.725605,-7.651192,7.5583367,-2.4029307,7.7558937,-8.2198105,11.230332,-5.043114,34.00336,24.54951,6.551508,6.1185036,5.772522,3.5583222,3.367321,3.0248938,2.5691936,4.6321807,2.4721677,3.1530173,3.7067034,-19.223541,-16.197704,-5.767538,-7.0017242,-7.3107557,-3.4425502,-2.8009949,-3.76437,-2.978254,-3.1345294,-3.1303427,-3.8383024,-4.1884875,-1.4262009,0.0048177084,-0.37734088,0.40389442,0.10932103,0.012134234,-0.15359257,-0.32128558,-0.0069518886,0.06166687,0.037369218,-0.2610364,0.33334428,12.588331,11.232321,2.843286,4.1425686,3.1531146,2.3358142,1.7779166,1.8888158,1.6106924,1.7054874,2.5194006,1.5086327,2.12468,-9.670258,-7.297961,-2.6683156,-3.5391567,-3.3627093,-2.0823784,-1.7995586,-1.8343552,-1.6045451,-1.6429486,-1.4003509,-1.6537961,-2.6627316,-0.63764364,-0.10466519,-0.16595134,-0.09605877,0.029784607,-0.004600525,-0.14007181,-0.09675183,-0.11725833,-0.20329061,0.031900052,-0.09370488,-0.027902981,1.5160090702947846,0.9849277953242963,0.0
